bd_lng,bd_lat
113.2422707,23.14707608
113.4028309,23.13557305
113.3347912,23.18813495
113.2362833,23.41713022
113.3239807,23.09790851
113.32461,23.1479145
113.3721337,23.20171276
113.275357,23.11411949
113.2685738,23.09573688
113.2839479,23.11709221
113.4013193,23.13497666
113.2829777,23.23062286
113.3576041,22.98132936
113.3878392,23.15259842
113.3583059,23.21690481
113.3750784,23.22891506
113.2473097,23.10707711
113.4709809,23.11853548
113.3993874,23.0321613
113.5735851,23.1474464
113.2424281,23.15322681
113.2492068,23.08828666
113.4161178,23.14647313
113.3711866,23.14111584
113.2526156,23.18356068
113.39803,23.03752585
113.544627,23.17505513
113.2618142,23.13968793
113.2359552,23.11071379
113.4148781,23.1476895
113.2670911,23.18235406
113.25438,23.21726316
113.2876191,23.08600838
113.4302145,23.12571112
113.248244,23.43576556
113.3177729,23.14627676
113.2751111,23.25397248
113.3475239,23.13463686
113.3556042,23.15640969
113.379858,23.14631467
113.3417635,23.19732471
113.3776102,23.02342327
113.4784109,23.12043228
113.4709809,23.11853548
113.3993874,23.0321613
113.5735851,23.1474464
113.2424281,23.15322681
113.2492068,23.08828666
113.4161178,23.14647313
113.3711866,23.14111584
113.2526156,23.18356068
113.39803,23.03752585
113.544627,23.17505513
113.2618142,23.13968793
113.2359552,23.11071379
113.4148781,23.1476895
113.2670911,23.18235406
113.5440407,23.1055483
113.4149278,23.14046728
113.3396042,23.20656171
113.3608684,22.9562433
113.3987496,23.10767388
113.5392478,23.22328025
113.2424281,23.15322681
113.2492068,23.08828666
113.4161178,23.14647313
113.3711866,23.14111584
113.2526156,23.18356068
113.39803,23.03752585
113.544627,23.17505513
113.2618142,23.13968793
113.2359552,23.11071379
113.4148781,23.1476895
113.2670911,23.18235406
113.5440407,23.1055483
113.4149278,23.14046728
113.3396042,23.20656171
113.3608684,22.9562433
113.3987496,23.10767388
113.5392478,23.22328025
113.3869185,22.95137257
113.345887,22.98037333
113.3217049,23.09601259
113.3070458,23.24460468
113.5913657,23.13812205
113.3085836,23.22154818
113.4122363,23.1409378
113.3746039,22.95262531
113.8089738,23.20643227
113.3435013,23.15980164
113.3081819,23.02265849
113.594087,23.16238962
113.3673153,23.00672258
113.2150599,23.17643868
113.4149278,23.14046728
113.3396042,23.20656171
113.3608684,22.9562433
113.3987496,23.10767388
113.5392478,23.22328025
113.3869185,22.95137257
113.345887,22.98037333
113.3217049,23.09601259
113.3070458,23.24460468
113.5913657,23.13812205
113.3085836,23.22154818
113.4122363,23.1409378
113.3746039,22.95262531
113.8089738,23.20643227
113.3435013,23.15980164
113.3081819,23.02265849
113.594087,23.16238962
113.3673153,23.00672258
113.2150599,23.17643868
113.3782152,22.93125084
113.367243,23.02467724
113.3970633,22.95207652
113.3730222,22.95892273
113.5703288,23.20926419
113.2571182,23.07690405
113.2468098,23.08430794
113.5573109,23.11920675
113.3382841,23.04048544
113.4992466,22.97655463
113.3687631,23.30413902
113.2865722,23.0842863
113.3081819,23.02265849
113.594087,23.16238962
113.3673153,23.00672258
113.2150599,23.17643868
113.3782152,22.93125084
113.367243,23.02467724
113.3970633,22.95207652
113.3730222,22.95892273
113.5703288,23.20926419
113.2571182,23.07690405
113.2468098,23.08430794
113.5573109,23.11920675
113.3382841,23.04048544
113.4992466,22.97655463
113.3687631,23.30413902
113.2865722,23.0842863
113.2880952,23.12213796
113.27785,23.14163864
113.27785,23.14163864
113.3426746,23.2055885
113.4289321,22.94380431
113.3145111,23.08105118
113.5531613,23.350385
113.5548655,23.34224798
113.2546715,23.17154421
113.2980359,23.13694952
113.3998142,23.14557649
113.3077378,23.15581705
113.5143466,23.17375102
113.2494833,23.13494472
113.837201,23.28533175
113.3053511,23.04332616
113.3426746,23.2055885
113.4289321,22.94380431
113.3145111,23.08105118
113.5531613,23.350385
113.5548655,23.34224798
113.2546715,23.17154421
113.2980359,23.13694952
113.3998142,23.14557649
113.3077378,23.15581705
113.5143466,23.17375102
113.2494833,23.13494472
113.837201,23.28533175
113.3053511,23.04332616
113.3429911,23.1926147
113.27785,23.14163864
113.309058,23.0576748
113.3924605,23.18238636
113.2072896,23.37922121
113.4827025,23.11778572
113.5066008,22.95710699
113.3765028,23.12247371
113.4135848,22.80808618
113.3044121,23.15375103
113.5797179,23.20749939
113.4339831,23.08868498
113.3058851,23.10357568
113.560892,23.15541281
113.3482844,23.1603619
113.3000785,23.15285159
113.4828263,23.11148766
113.3714322,23.46609285
113.3743087,22.96435248
113.5066008,22.95710699
113.3765028,23.12247371
113.4135848,22.80808618
113.3044121,23.15375103
113.5797179,23.20749939
113.4339831,23.08868498
113.3058851,23.10357568
113.560892,23.15541281
113.3482844,23.1603619
113.3000785,23.15285159
113.4828263,23.11148766
113.3714322,23.46609285
113.3743087,22.96435248
113.2312867,23.05553083
113.5569469,22.8094011
113.2654311,23.20171237
113.2500359,23.12574728
113.2688619,23.10380421
113.5962926,22.75368774
113.3040132,23.23560631
113.27785,23.14163864
113.372718,23.15167624
113.3146181,23.23699889
113.4289663,23.11960299
113.2834764,23.14580056
113.3099624,23.34584368
113.426731,22.82235192
113.2096307,23.1601699
113.2986195,23.09776044
113.5029953,22.98264461
113.4436131,23.19683425
113.2212432,23.41660756
113.372718,23.15167624
113.3146181,23.23699889
113.4289663,23.11960299
113.2834764,23.14580056
113.3099624,23.34584368
113.426731,22.82235192
113.2096307,23.1601699
113.2986195,23.09776044
113.5029953,22.98264461
113.4436131,23.19683425
113.2212432,23.41660756
113.4100138,23.05752233
113.5326377,22.8113729
113.3435369,23.13365227
113.5172491,22.8434279
113.326894,23.12910782
113.4952678,22.97966762
113.289302,23.14246324
113.417345,22.94717882
113.2876661,23.13298286
113.2577572,23.10603439
113.3239281,23.15934426
113.5231054,22.94003948
113.2591229,23.15276734
113.305653,23.07869786
113.372508,23.1496149
113.3052649,23.08281222
113.3302549,23.02657823
113.5746034,23.14276974
113.3493936,23.12662644
113.469421,23.10715688
113.2851355,23.08497166
113.5231054,22.94003948
113.2591229,23.15276734
113.305653,23.07869786
113.372508,23.1496149
113.3052649,23.08281222
113.3302549,23.02657823
113.5746034,23.14276974
113.3493936,23.12662644
113.469421,23.10715688
113.2851355,23.08497166
113.2485533,23.13648309
113.3361727,22.97863608
113.3831101,23.21368404
113.5577712,22.81630055
113.5431054,23.17035177
113.2854707,23.09628239
113.459616,23.11251822
113.2831405,23.15049116
113.2519114,23.1250321
113.27785,23.14163864
113.3808179,23.02153187
113.6846362,23.28498056
113.2898046,23.46330163
113.6041394,23.54746924
113.3500053,23.21996304
113.2562807,23.15424979
113.5411429,23.17165042
113.2568344,23.12458182
113.297521,23.16261527
113.3576376,22.9891221
113.2221917,23.39657181
113.2960107,23.11996906
113.2898046,23.46330163
113.6041394,23.54746924
113.3500053,23.21996304
113.2562807,23.15424979
113.5411429,23.17165042
113.2568344,23.12458182
113.297521,23.16261527
113.3576376,22.9891221
113.2221917,23.39657181
113.2960107,23.11996906
113.3240969,23.04821434
113.27785,23.14163864
113.4996437,22.97932381
113.6189015,23.13017097
113.2807629,23.10763457
113.6927986,23.28273002
113.3312913,23.19328337
113.2745488,23.11235892
113.2517859,23.18659678
113.27785,23.14163864
113.3144747,23.08029214
113.3762707,22.94849008
113.3666942,22.98112915
113.3335847,22.9971391
113.2775717,23.09804818
113.2564119,23.25085214
113.2974753,23.10447791
113.3660871,23.13872663
113.3378317,23.15380409
113.3418985,23.13347946
113.1964925,23.38156933
113.4080317,23.20749588
113.3762707,22.94849008
113.3666942,22.98112915
113.3335847,22.9971391
113.2775717,23.09804818
113.2564119,23.25085214
113.2974753,23.10447791
113.3660871,23.13872663
113.3378317,23.15380409
113.3418985,23.13347946
113.1964925,23.38156933
113.4080317,23.20749588
113.5478947,22.78954249
113.4704534,23.12075127
113.1664461,23.47468528
113.2843822,23.17077159
113.2740088,23.25664276
113.3344698,23.20632581
113.2802858,23.20564404
113.4594361,23.10995756
113.2892587,23.11668471
113.27785,23.14163864
113.2475096,23.12243537
113.3784121,23.00401963
113.3206099,23.05523967
113.9394847,23.4086512
113.82031,23.3072797
113.3476366,23.03619762
113.2621256,23.1375675
113.3210583,23.02990922
113.3376916,22.98572699
113.239343,23.21210659
113.4074445,22.90397994
113.9394847,23.4086512
113.82031,23.3072797
113.3476366,23.03619762
113.2621256,23.1375675
113.3210583,23.02990922
113.3376916,22.98572699
113.239343,23.21210659
113.4074445,22.90397994
113.3787944,23.15291487
113.2409292,23.2151441
113.6749746,23.33893574
113.5695614,23.12409874
113.2885839,23.1775122
113.2865723,23.14156444
113.6070887,23.54496077
113.3227812,23.03005379
113.5695614,23.12409874
113.4969416,22.95640813
113.27785,23.14163864
113.3106823,23.1454916
113.4750768,23.00906358
113.695242,23.278188
113.32177,23.02888349
113.3742216,23.15412626
113.6179964,22.77196364
113.3562601,23.04309522
113.5583235,22.79927879
113.2518669,23.08043297
113.3599665,22.91417809
113.27785,23.14163864
113.355178,23.15489194
113.2181671,23.12118872
113.6179964,22.77196364
113.3562601,23.04309522
113.5583235,22.79927879
113.2518669,23.08043297
113.3599665,22.91417809
113.27785,23.14163864
113.355178,23.15489194
113.2181671,23.12118872
113.3116721,23.13386839
113.226796,23.4301
113.3715054,23.3637135
113.2221035,23.1854673
113.3587318,22.93114027
113.3325797,23.18090639
113.3602403,22.91453987
113.3474344,23.09980693
113.3931816,23.11464066
113.27785,23.14163864
113.2454391,23.40402502
113.2457512,23.4886864
113.189348,23.3787768
113.2373477,23.39526731
113.274482,23.17080144
113.4475469,22.96605889
113.27785,23.14163864
113.4520519,22.9696843
113.283157,23.14505235
113.2864842,23.18887236
113.7068738,23.28862395
113.47686,23.11799944
113.2693842,23.38512354
113.2606833,23.13631402
113.47686,23.11799944
113.2693842,23.38512354
113.2606833,23.13631402
113.6498994,23.15458722
113.3572064,23.00225718
113.3667313,23.00688139
113.3630347,23.30786496
113.4509911,22.96990602
113.4809023,22.94053624
113.2527739,23.080773
113.359482,23.02688139
113.5621181,23.12718055
113.3569347,23.04334541
113.2521701,23.14285823
113.4952569,22.95923435
113.264345,23.13041136
113.4233333,23.17542943
113.7068738,23.28862395
113.758108,23.21834845
113.5694241,23.11265607
113.3546229,23.06123771
113.3747058,22.92928109
113.4179621,22.89673403
113.2372387,23.40797679
113.3063516,23.1403762
113.374827,22.95071782
113.3625468,23.00166463
113.3871201,22.9470629
113.3276556,23.26476893
113.1605138,23.36946762
113.8469995,23.29711838
113.3919194,23.01638738
113.3871201,22.9470629
113.3276556,23.26476893
113.1605138,23.36946762
113.8469995,23.29711838
113.3919194,23.01638738
113.8356972,23.3025036
113.2905724,23.0973417
113.6269575,23.12723795
113.3765266,23.13199792
113.2246784,23.38695008
113.2586798,23.40008892
113.2826071,23.12179345
113.3212847,23.15893127
113.2979452,23.10487499
113.2613985,23.3957658
113.2256207,23.09015389
113.2013507,23.42773047
113.5548655,23.34224798
113.4075492,23.16727789
113.2884786,23.13319247
113.2916592,23.13141419
113.369313,22.95895215
113.6536266,23.12780117
113.5896025,23.29159256
113.2027561,23.48277611
113.3155124,23.14315821
113.2690559,23.18247513
113.4322166,23.12477224
113.2941118,23.05400936
113.3163031,23.14345918
113.3380566,23.21200358
113.5673307,23.20167126
113.3163031,23.14345918
113.2129376,23.40696583
113.2781648,23.39956253
113.5673307,23.20167126
113.3219972,23.13078279
113.321179,23.02818156
113.4322166,23.12477224
113.2377576,23.4783235
113.2396543,23.15973516
113.2938749,23.10089371
113.4002822,23.13885582
113.3197479,22.98468963
113.3380566,23.21200358
113.2283232,23.39901567
113.3726813,22.95773681
113.4246887,23.17463078
113.3676113,23.06720039
113.3741198,22.9280958
113.8366795,23.30425969
113.2059868,23.08086941
113.378192,22.93982888
113.1843778,23.4731063
113.3053368,23.15249079
113.2909267,23.13126029
113.3198873,23.03559098
113.3661558,22.97735864
113.2819997,23.11872438
113.2752447,23.16810698
113.3749333,23.14493548
113.3788695,22.94559967
113.5984633,22.77388866
113.4454576,22.96674454
113.4454576,22.96674454
113.5440407,23.1055483
113.3379806,22.98650211
113.3589359,22.99690022
113.3996966,22.95771838
113.3205654,23.03309072
113.417411,23.39799166
113.5109039,23.18608601
113.3195729,23.02940985
113.3759598,22.95364641
113.4436131,23.19683425
113.3454738,23.15121308
113.5996757,23.56824054
113.3493985,23.14965953
113.3140439,23.07986012
113.475903,23.12107775
113.2450601,23.11292273
113.5626595,23.12742635
113.325154,23.14580876
113.3563301,22.98149058
113.3800406,23.21105902
113.346603,22.93168197
113.3325797,23.18090639
113.3071598,23.24752932
113.4804954,23.03164534
113.4660041,23.18996027
113.366327,22.94282496
113.4320108,23.04849741
113.326112,23.13331027
113.2689452,23.10862692
113.4149278,23.14046728
113.2451924,23.08163416
113.4149278,23.14046728
113.2451924,23.08163416
113.3228732,23.04766997
113.3265877,23.13355916
113.3654977,22.91129097
113.4894669,22.95732356
113.611284,23.17533201
113.6102039,23.55570295
113.8199142,23.30879884
113.4330666,23.12523244
113.3225615,22.98351988
113.3208844,23.11081965
113.3561066,22.97647636
113.5302333,23.09377257
113.3246051,22.99739971
113.5555392,22.79222592
113.3688569,23.07182352
113.4505202,23.12384997
113.3758763,22.94929665
113.3757262,22.94956347
113.2803182,23.10699588
113.3869489,23.14443616
113.27785,23.14163864
113.3936469,22.95687037
113.3474748,23.09990842
113.2153605,23.16047516
113.8465507,23.31176075
113.5984235,23.56231267
113.3734236,22.95846932
113.3150552,23.07688124
113.2958934,23.14505484
113.3025321,23.09256261
113.2765602,23.1640112
113.3261935,23.127924
113.2656255,23.14362538
113.228212,23.07816406
113.6265501,23.1701079
113.3595106,22.88726816
113.309923,23.14472242
113.3630616,22.97205371
113.3030152,22.97526492
113.2109606,23.08710587
113.2697241,23.13756375
113.3703925,22.95876791
113.308517,23.14798613
113.376386,22.94806977
113.27785,23.14163864
113.3605193,22.98552614
113.2889092,23.15673473
113.3038055,23.15297294
113.3453142,23.10571347
113.3493493,23.14961263
113.3922148,22.94363274
113.3343396,23.1735009
113.8199142,23.30879884
113.3309473,23.0525847
113.5339058,23.12754532
113.3500777,22.9177206
113.3426377,23.15543914
113.6451343,23.36891471
113.2702791,23.21077577
113.2396123,23.11393442
113.2702791,23.21077577
113.2396123,23.11393442
113.4222702,23.12395616
113.2725757,23.13847961
113.2298212,23.06991787
113.3444316,23.18322434
113.2763088,23.13612152
113.3251816,23.15977613
113.3732936,22.94701402
113.2543424,23.08215926
113.4880116,23.11536709
113.4423942,23.12641101
113.3337524,23.10352031
113.37766,22.93659922
113.27785,23.14163864
113.3454738,23.15121308
113.2833865,23.07900877
113.2098127,23.17072973
113.3544378,22.92174635
113.3866384,22.93597611
113.3799963,22.9471614
113.3800717,22.94748217
113.3718886,23.13103594
113.4187515,22.95013258
113.4433223,22.96380166
113.4101812,23.12909683
113.3830771,22.93456675
113.364887,22.94226171
113.4882621,23.1064698
113.3000785,23.15285159
113.3056001,22.97618486
113.3861547,22.93606856
113.3861547,22.93606856
113.3797494,22.94856496
113.3685805,22.92758935
113.3745792,22.94777061
113.3862367,22.93604395
113.4589417,23.11228071
113.3438773,23.15084488
113.2847193,23.14526715
113.3625712,23.18054985
113.5964298,23.55927579
113.3748509,22.94834518
113.3518221,22.9297101
113.3789291,22.93689185
113.3666763,22.94291948
113.56489,22.71896667
113.3811363,22.94242181
113.3790882,22.93684291
113.3695597,22.92746952
113.4881778,22.95746244
113.2889882,23.15659388
113.2887089,23.15766485
113.3649821,22.94228074
113.27785,23.14163864
113.3780021,22.93661563
113.3852319,22.92940099
113.3800874,22.93672296
113.3622958,22.93345703
113.3595261,22.92322268
113.4020256,23.01718446
113.3798398,22.94813711
113.3217658,23.14601973
113.2280644,23.13943166
113.3746607,22.94762719
113.3738756,22.94887837
113.2250635,23.38638301
113.223449,23.38239122
113.3000011,23.13395794
113.4014658,23.13472102
113.4656965,23.17934552
113.3816615,22.96264358
113.6261527,23.12726115
113.3765726,22.97485532
113.3694907,23.15139584
113.400952,23.16788791
113.3726941,22.95397847
113.400952,23.16788791
113.308517,23.14798613
113.3452607,23.19113771
113.3038055,23.15297294
113.3078858,23.13498602
113.4051605,23.13096916
113.3785018,22.93643569
113.7931431,23.50201053
113.3263428,23.1530054
113.3177356,23.1419736
113.4040225,22.9050616
113.2764927,23.11394497
113.6396163,23.15198845
113.27785,23.14163864
113.3107874,23.13032432
113.27785,23.14163864
113.2846352,23.10815676
113.8246415,23.30662961
113.4538057,23.11450439
113.8246415,23.30662961
113.4538057,23.11450439
113.582503,23.19869094
113.4775455,23.14338469
113.3708311,23.25670528
113.2925468,23.05848539
113.8198648,23.30799462
113.3800831,22.97333797
113.3204741,23.13579439
113.2499134,23.18210251
113.3803878,23.13157142
113.2791347,23.09794089
113.3757738,22.95368336
113.404515,23.14108264
113.3717889,23.14984292
113.3671028,23.15983006
113.4320108,23.04849741
113.3867598,23.16167584
113.5731124,23.2049108
113.27785,23.14163864
113.8316423,23.1441997
113.2744283,23.39381248
113.3022125,23.09322993
113.336043,23.02668283
113.3330347,23.13839778
113.8590642,23.29105811
113.2295779,23.39132886
113.4250515,23.06159528
113.470848,23.01175907
113.3437562,22.90949226
113.8440928,23.29523379
113.5436565,23.07641446
113.3032057,23.15206226
113.3523835,23.1554005
113.2940825,23.22193222
113.4232006,22.88220578
113.3630224,23.006083
113.4419515,23.14397191
113.3976816,23.03528508
113.27785,23.14163864
113.4522827,22.96964348
113.5037991,22.95873003
113.2557304,23.211826
113.3750572,23.02747509
113.3751438,23.03399956
113.321572,23.03014099
113.3005505,23.08138334
113.3280706,23.03162927
113.63185,23.29998341
113.5050909,22.97869429
113.2962327,23.05099085
113.8355547,23.30264693
113.300503,23.15227593
113.2578432,23.14384197
113.3970994,23.14631357
113.8564762,23.29793187
113.3102164,23.05475082
113.3961099,22.9967849
113.3194074,22.98909177
113.27785,23.14163864
113.27785,23.14163864
113.389653,23.00653982
113.4954116,23.44675567
113.397477,23.14004101
113.2972328,23.2247201
113.3947095,22.99983416
113.3816646,22.94133546
113.4488598,22.97335196
113.3642306,23.18078628
113.3725063,22.95630401
113.5861682,23.56722704
113.2500677,23.07729449
113.2906847,23.10771582
113.3594705,22.91940596
113.27785,23.14163864
113.2972766,23.23885439
113.27785,23.14163864
113.3299277,23.13759668
113.3235678,23.16620449
113.326112,23.13331027
113.3759723,22.95089401
113.472759,23.01232774
113.3660871,23.13872663
113.2785153,23.23443479
113.443135,22.87718303
113.6508033,23.12761556
113.4635768,22.90072979
113.4640907,22.90050788
113.3838275,22.93652491
113.3149497,23.05311102
113.3504278,22.91777174
113.6219298,23.30217648
113.371129,22.95908409
113.3128006,23.04909951
113.2749422,23.10388458
113.5867225,22.75893342
113.289598,23.1081866
113.3734267,22.95647293
113.6812324,23.13730957
113.3284402,23.08644489
113.589937,22.75952912
113.413886,23.13068019
113.2673849,23.18817992
113.2890398,22.93753309
113.3793641,22.96384885
113.3885618,22.93597741
113.441903,22.89649528
113.2843106,23.06036693
113.5129699,22.92042062
113.8166473,23.30471704
113.2986195,23.09776044
113.27785,23.14163864
113.3816646,22.94133546
113.333547,22.99620691
113.3693957,22.92779539
113.2916938,23.05585014
113.4932984,23.44698276
113.3412939,23.27895862
113.363799,22.84657509
113.3114661,23.05420808
113.5604312,22.8121779
113.4978119,23.44378805
113.241778,23.20204343
113.206092,23.24048695
113.5612455,22.81123994
113.27785,23.14163864
113.27785,23.14163864
113.3859431,22.94632525
