id,lat_min,lng_min,lat_max,lng_max,Shape_Length,Shape_Area
34,22.74070173,113.5654773,22.74486202,113.5699601,2000,250000
35,23.48872288,113.9291192,23.49287059,113.9336132,1992.495283,249917.693
36,23.37283486,113.7632204,23.37698021,113.7677078,2000,250000
37,23.34778795,113.6373461,23.35194205,113.6418425,2000,250000
38,23.33153918,113.4132033,23.33568619,113.417693,2000,250000
39,23.81985183,114.0101371,23.823996,114.0146403,2000,250000
40,22.95331968,113.3277323,22.95748944,113.3322334,2000,250000
41,23.24418362,113.722791,23.24834016,113.7272857,2000,250000
42,23.36869902,113.2827677,23.37285103,113.287265,2000,250000
43,23.48459479,113.8707857,23.48873196,113.8752683,2000,250000
44,23.15710188,113.4625206,23.16124596,113.4670002,2000,250000
45,23.31078509,113.3862453,23.31493796,113.3907407,2000,250000
46,23.83204367,113.8977131,23.83617255,113.9022004,2000,250000
47,23.15253712,113.8618013,23.15268484,113.8619484,58.41982119,146.0434015
48,23.80737354,113.6913522,23.81151272,113.6958506,2000,250000
49,23.33982422,113.1257105,23.3439681,113.1301986,2000,250000
50,23.72891256,113.7318118,23.73305001,113.7363049,2000,250000
51,23.14864735,113.7945983,23.15279602,113.7990806,2000,250000
52,23.62132717,113.5252264,23.62545239,113.5297032,2000,250000
53,23.31073925,113.1571096,23.31488062,113.1615937,2000,250000
54,23.41846431,113.4983573,23.42259619,113.5028334,2000,250000
55,23.38933734,113.5341643,23.393472,113.538642,2000,250000
56,23.46394743,113.8304629,23.46808263,113.8349426,2000,250000
57,23.52221412,113.4177059,23.52635321,113.4221946,2000,250000
58,23.28156172,113.7632143,23.28571036,113.7677017,2000,250000
59,23.34793587,113.7272924,23.35208805,113.7317863,2000,250000
60,23.89811839,113.8842619,23.90224256,113.8887465,2000,250000
61,23.11111174,113.6373305,23.1152741,113.6418269,2000,250000
62,22.9449359,113.4983253,22.94908386,113.5028015,2000,250000
63,23.38941534,113.5073068,23.39354826,113.5117829,2000,250000
64,23.51793197,113.305269,23.52208108,113.3097691,2000,250000
65,23.79491751,113.8528828,23.79904138,113.8573633,2000,250000
66,23.06961887,113.5341429,23.07376465,113.5386207,2000,250000
67,23.20664822,113.614866,23.21080388,113.6193589,2000,250000
68,23.5469136,113.3007717,23.55106122,113.3052713,2000,250000
69,23.44349641,113.399737,23.44764199,113.4042297,2000,250000
70,23.60915572,113.4132226,23.61329249,113.4177123,2000,250000
71,23.3562114,113.5162562,23.36034584,113.5207325,2000,250000
72,23.18589163,113.6283448,23.19005022,113.63284,2000,250000
73,23.09066424,113.3862302,23.0948247,113.3907256,2000,250000
74,23.39770561,113.7317894,23.4018553,113.7362824,2000,250000
75,23.41827717,113.9336083,23.42242839,113.9381033,2000,250000
76,23.23586531,113.7990861,23.24001047,113.8035678,2000,250000
77,23.20665092,113.6193586,23.21080736,113.6238522,2000,250000
78,23.41429575,113.255804,23.41844178,113.2602967,2000,250000
79,23.04074275,113.4490704,23.04489276,113.4535522,2000,250000
80,23.03660991,113.4311344,23.04076338,113.43562,2000,250000
81,23.45572859,113.7228052,23.45987747,113.7272999,2000,250000
82,23.50960729,113.2423376,23.51374751,113.2468281,2000,250000
83,23.12789474,113.2512929,23.13205013,113.2557849,2000,250000
84,23.19010939,113.5431065,23.19425227,113.5475853,2000,250000
85,23.02824419,113.3502406,23.03241102,113.3547408,2000,250000
86,23.46005572,113.3772631,23.46420456,113.38176,2000,250000
87,23.21111151,113.4580443,23.21525438,113.4625246,2000,250000
88,23.20262635,113.7003072,23.20678692,113.7048047,2000,250000
89,23.43935041,113.1077575,23.4434938,113.1122491,2000,250000
90,23.54672255,113.8707898,23.55085969,113.873442,1535.715235,122479.9815
91,23.31492669,113.4356389,23.31906981,113.4401235,2000,250000
92,23.35624367,113.2468174,23.3603903,113.2513086,2000,250000
93,23.64201602,113.6958391,23.64616093,113.700337,2000,250000
94,23.38951738,113.0402703,23.39367495,113.0447755,2000,250000
95,23.45166156,113.0267566,23.4558183,113.0312633,2000,250000
96,23.29798963,113.578964,23.30213501,113.5834493,2000,250000
97,23.76192647,113.8170441,23.76605102,113.8215242,2000,250000
98,23.15290174,113.323245,23.15706501,113.327746,2000,250000
99,23.26503721,113.1840068,23.26917978,113.1884904,1990.031084,249729.6169
100,23.89818154,113.9651208,23.90232051,113.9696214,2000,250000
101,23.34789051,113.6958193,23.35204628,113.7003172,2000,250000
102,23.32318649,113.458052,23.32732541,113.4625323,2000,250000
103,23.50953644,113.821507,23.5136701,113.8259869,2000,250000
104,23.177716,113.8035636,23.18186274,113.8080448,2000,250000
105,23.37699656,113.2243757,23.38113885,113.2288632,2000,250000
106,23.21923443,113.8125277,23.22337905,113.8170081,2000,250000
107,23.49717082,113.7317961,23.50131683,113.7362892,2000,250000
108,22.76167089,113.5117406,22.76582419,113.5162168,2000,250000
109,23.26063589,113.6283497,23.26479188,113.6328449,2000,250000
110,23.30223752,113.9785841,23.30639966,113.9830861,1800.605367,181327.3942
111,23.27726482,113.5610309,23.28140751,113.5655127,2000,250000
112,23.64207199,113.7407908,23.64621119,113.7452824,2000,250000
113,23.60054914,113.5610525,23.60467996,113.5655343,2000,250000
114,22.79103898,113.4131663,22.79520335,113.417656,2000,250000
115,23.43105551,113.4266753,23.43519616,113.4311618,2000,250000
116,23.12678979,113.763204,23.12789543,113.7676911,1219.074893,54148.525
117,23.72059907,113.8125612,23.72472537,113.8170416,2000,250000
118,23.48879881,113.834944,23.4929331,113.8394237,2000,250000
119,23.50539791,113.6913318,23.50954817,113.6958301,2000,250000
120,23.21098729,113.2737651,23.21514357,113.2782609,2000,250000
121,23.64219821,113.3502828,23.64634324,113.354783,2000,250000
122,23.09886824,113.3187407,23.10303315,113.3232416,2000,250000
123,23.34776419,113.6058926,23.35191316,113.6103838,2000,250000
124,23.12376596,113.2162894,23.12791714,113.2198725,1718.355979,172170.1031
125,23.14451651,113.251294,23.14867133,113.2557861,2000,250000
126,23.77025906,114.0056306,23.77440507,114.010134,2000,250000
127,23.8113891,113.9111754,23.81552135,113.9156655,2000,250000
128,23.53433823,113.547608,23.53846929,113.5520876,2000,250000
129,23.10718926,113.4804304,23.11133299,113.4849077,2000,250000
130,23.43516056,113.0582887,23.43931374,113.0627909,2000,250000
131,23.33567437,113.3817511,23.33982708,113.3862473,2000,250000
132,23.59241502,113.2558161,23.59655444,113.2603088,2000,250000
133,23.43501116,113.7272982,23.43916016,113.7317922,2000,250000
134,23.34795943,113.2288609,23.35210344,113.2333491,2000,250000
135,23.09063637,113.3637436,23.0948,113.3682425,2000,250000
136,23.43492378,113.6733331,23.43907712,113.677832,2000,250000
137,23.27758702,113.4266647,23.28173325,113.4311512,2000,250000
138,23.08651229,113.4221642,23.09066595,113.4266518,2000,250000
139,23.31457803,113.6148731,23.31872988,113.619366,2000,250000
140,23.52599716,113.5834642,23.53013509,113.5879506,2000,250000
141,23.46813161,113.8080639,23.47226755,113.8125445,2000,250000
142,23.0114829,113.2647627,23.01564432,113.2692571,1852.543413,215616.515
143,23.87340757,113.8439286,23.87752813,113.8484085,2000,250000
144,23.26895277,113.8707716,23.27309781,113.8752541,2000,250000
145,23.60909067,113.4625517,23.6132184,113.4670312,2000,250000
146,23.67948351,113.3952602,23.6836212,113.3997538,2000,250000
147,23.38930118,113.848376,23.39343967,113.8528561,2000,250000
148,23.30643492,113.7946088,23.31057808,113.7990911,2000,250000
149,23.16111179,113.7945992,23.16526004,113.7990814,2000,250000
150,23.45144176,113.9381052,23.4555926,113.9426011,2000,250000
151,23.65050916,113.4401465,23.65463906,113.4446302,2000,250000
152,23.4930577,113.4983624,23.49718681,113.5028385,2000,250000
153,23.50553474,113.1885065,23.50966871,113.1929902,2000,250000
154,23.44325412,113.5252144,23.44738593,113.5296912,2000,250000
155,23.38948389,113.192982,23.39362238,113.197466,2000,250000
156,23.82395279,113.7811942,23.82807876,113.7856784,2000,250000
157,23.24833528,113.7227913,23.25249168,113.727286,2000,250000
158,23.14469304,113.3862339,23.14885169,113.3907293,2000,250000
159,23.28148276,113.8259714,23.28562464,113.8304511,2000,250000
160,23.64224632,113.4311763,23.64637826,113.4356619,2000,250000
161,23.18613629,113.3232472,23.19029843,113.3277483,2000,250000
162,23.16941084,113.7092991,23.17357167,113.7137956,2000,250000
163,23.20269212,113.224364,23.20684062,113.2288514,2000,250000
164,23.35631507,113.1884963,23.36045455,113.19298,2000,250000
165,23.22335672,113.5341532,23.22749733,113.5386309,2000,250000
166,23.33123635,113.9605838,23.33539536,113.9650836,1983.17872,249520.5249
167,23.37698801,113.2333508,23.38113165,113.2378397,2000,250000
168,23.181907,113.2557883,23.18606133,113.260281,2000,250000
169,23.44314618,113.8797482,23.44728618,113.8842321,2000,250000
170,23.1651921,113.6733152,23.16935506,113.6778141,2000,250000
171,22.669828,113.5744386,22.67399189,113.5789232,2000,250000
172,23.19970619,113.8931855,23.20249642,113.8970204,1345.749362,94094.91899
173,23.77423225,113.942622,23.77837203,113.9471187,2000,250000
174,22.64479279,113.6013569,22.64896274,113.6058471,2000,250000
175,23.51788516,113.7362903,23.52202969,113.7407827,2000,250000
176,23.85282745,113.8080898,23.85694933,113.8125705,2000,250000
177,23.31909051,113.1077493,23.32323829,113.1122409,2000,250000
178,23.22342311,113.7227896,23.22758039,113.7272843,2000,250000
179,23.298327,113.3772519,23.30248173,113.3817488,2000,250000
180,23.24008915,113.2064239,23.24423413,113.2109091,2000,250000
181,23.08209115,113.5341438,23.08623653,113.5386215,2000,250000
182,23.55937356,113.3232728,23.56352218,113.3277739,2000,250000
183,23.26918254,113.3232529,23.27334178,113.327754,2000,250000
184,23.12370767,113.5162406,23.12785022,113.5207169,2000,250000
185,23.07801187,113.5072858,23.08215564,113.5117619,2000,250000
186,23.14051668,113.3682457,23.14467812,113.372744,2000,250000
187,23.20681478,113.7856365,23.21096258,113.79012,2000,250000
188,22.80741088,113.5430813,22.81156566,113.5475601,2000,250000
189,23.3563765,113.3547629,23.36053177,113.3592629,2000,250000
190,23.54289215,113.4446224,23.54702521,113.4491052,2000,250000
191,23.51392661,113.3907545,23.51807125,113.3952489,2000,250000
192,23.14451601,113.7407573,23.1486732,113.7452489,2000,250000
193,23.4059222,113.5341654,23.41005626,113.5386431,2000,250000
194,23.33137224,113.2872622,23.33552622,113.2917602,2000,250000
195,23.87359166,114.0281512,23.87773286,114.0326533,2000,250000
196,23.39789065,113.426673,23.40203253,113.4311595,2000,250000
197,23.06984944,113.4490723,23.0739985,113.4535542,2000,250000
198,23.82383508,113.8528847,23.82795793,113.8573652,2000,250000
199,23.32722354,113.2872619,23.33137767,113.2917599,2000,250000
200,23.65443869,113.5207524,23.65856235,113.525229,2000,250000
201,23.11532157,113.5431015,23.11946696,113.5475803,2000,250000
202,23.42244086,113.6463439,23.42659325,113.6508415,2000,250000
203,23.50561774,113.3682708,23.50976612,113.3727692,2000,250000
204,23.09466729,113.4983354,23.09881053,113.5028115,2000,250000
205,23.69990499,113.6868466,23.70404827,113.6913452,2000,250000
206,23.48065481,113.201956,23.48479062,113.2064405,2000,250000
207,23.77838229,113.8573619,23.78250714,113.8618428,2000,250000
208,23.29413574,113.3502587,23.29829359,113.3547589,2000,250000
209,23.17355469,113.52072,23.17769582,113.5251966,2000,250000
210,23.11127077,113.2512918,23.1154267,113.2557838,2000,250000
211,23.6629345,113.4266915,23.66706656,113.431178,2000,250000
212,23.27344437,113.408709,23.27759437,113.4131996,2000,250000
213,23.29832255,113.4401221,23.30246541,113.4446058,2000,250000
214,23.22346728,113.215393,23.22761385,113.2198792,2000,250000
215,23.15278923,113.803562,23.15693682,113.8080432,2000,250000
216,23.33126373,113.6778248,23.33542084,113.6823236,2000,250000
217,23.5012888,113.516266,23.50541788,113.5207423,2000,250000
218,23.55516175,113.7542561,23.55930188,113.7587451,2000,250000
219,22.58223871,113.619318,22.58641359,113.6238116,1962.717642,247814.21
220,23.26489191,113.6913157,23.26905094,113.695814,2000,250000
221,23.87761614,113.7991293,23.88173797,113.8036109,2000,250000
222,23.43519947,113.1212285,23.43934059,113.1257174,2000,250000
223,23.27730183,113.668824,23.28146083,113.6733229,2000,250000
224,23.41015569,113.2378416,23.41429884,113.2423312,2000,250000
225,22.66159777,113.695774,22.66577495,113.7002718,2000,250000
226,23.59234259,113.6868393,23.59648984,113.6913379,2000,250000
227,23.1862093,113.4490803,23.19035449,113.4535621,2000,250000
228,23.14467812,113.372744,23.14883884,113.3772416,2000,250000
229,23.60069322,113.2603091,23.60483309,113.2648027,1898.856489,233027.975
230,23.21114829,113.3772459,23.2153061,113.3817428,2000,250000
231,23.71256772,113.4132299,23.71670069,113.4177195,2000,250000
232,23.50539428,113.8215067,23.50952809,113.8259866,2000,250000
233,23.12376306,113.2917459,23.12792485,113.2962445,2000,250000
234,22.91177291,113.4445791,22.91592766,113.4490619,2000,250000
235,23.50553752,113.3232691,23.50968814,113.3277701,2000,250000
236,23.59655391,113.7407877,23.60069479,113.7452793,2000,250000
237,23.11110586,113.5744674,23.11525681,113.5789519,2000,250000
238,23.39775377,113.2064346,23.40189307,113.2109197,2000,250000
239,22.93247913,113.3097291,22.93664875,113.3142295,2000,250000
240,23.33966307,113.2288604,23.34380739,113.2333485,2000,250000
241,23.55102617,113.2333626,23.55516339,113.2378515,2000,250000
242,23.37268844,113.5610373,23.37682769,113.5655191,2000,250000
243,23.35224715,113.1436584,23.35638818,113.1481438,2000,250000
244,23.50132861,113.2333592,23.50546766,113.2378481,2000,250000
245,23.11127099,113.260276,23.11542846,113.2647696,2000,250000
246,23.40617382,113.1302029,23.41031459,113.1346902,2000,250000
247,23.1778285,113.3232467,23.18199092,113.3277477,2000,250000
248,23.54688049,113.7587443,23.55102016,113.7632325,2000,250000
249,23.28969435,113.8797382,23.29383994,113.8842221,2000,250000
250,23.07398926,113.458035,23.07813676,113.4625152,2000,250000
251,23.33567847,113.0852794,23.33983012,113.0897758,2000,250000
252,23.33547167,113.7990927,23.3396133,113.8035744,2000,250000
253,23.50546513,113.2423374,23.5096055,113.2468278,2000,250000
254,23.60068873,113.5073212,23.60481383,113.5117972,2000,250000
255,23.30633305,113.5520721,23.31047319,113.5565524,2000,250000
256,22.99502802,113.4131802,22.99918641,113.4176698,2000,250000
257,23.40168912,113.628359,23.40584003,113.6328543,2000,250000
258,23.45971195,113.8932025,23.46385364,113.8976888,2000,250000
259,23.37269702,113.5565565,23.37683549,113.5610376,2000,250000
260,23.29829045,113.1571087,23.30243226,113.1615929,2000,250000
261,22.86590892,113.4759367,22.87006052,113.4804145,2000,250000
262,23.53435238,113.8394264,23.53848509,113.8439062,2000,250000
263,23.31059013,113.7901267,23.31473368,113.7946094,2000,250000
264,23.47639287,113.5296931,23.48052387,113.5341704,2000,250000
265,23.16518517,113.5431048,23.1693289,113.5475836,2000,250000
266,23.22326243,113.8931871,23.22741266,113.8976734,2000,250000
267,23.07380131,113.5251896,23.0779461,113.5296664,2000,250000
268,23.59258417,113.4356581,23.59671707,113.4401428,2000,250000
269,23.2689252,113.5969085,23.27307525,113.6013978,2000,250000
270,23.45561806,113.8528602,23.45975441,113.8573408,2000,250000
271,23.33949024,113.8752585,23.34363337,113.8797417,2000,250000
272,23.16098317,113.6418299,23.1651444,113.6463269,2000,250000
273,23.44758985,113.3547692,23.45174176,113.3592692,2000,250000
274,23.31890374,113.7362769,23.32305558,113.7407692,2000,250000
275,23.30653988,113.1840096,23.31068097,113.1884932,2000,250000
276,23.28570982,113.2602877,23.28986128,113.2647813,2000,250000
277,23.11543669,113.2782542,23.1195969,113.2827509,2000,250000
278,23.26094379,113.0582768,23.26510327,113.062779,1979.605539,246715.3378
279,23.27320605,113.8125313,23.27734877,113.8170117,2000,250000
280,23.50977334,113.4356524,23.51390932,113.440137,2000,250000
281,23.3232389,113.3952354,23.32738973,113.399729,2000,250000
282,23.4638558,113.8932027,23.46799734,113.8976891,2000,250000
283,23.74130471,113.7228246,23.74544305,113.7273193,2000,250000
284,23.29401844,113.2333452,23.29816509,113.237834,2000,250000
285,23.36045258,113.4849246,23.36458715,113.4894014,2000,250000
286,23.186187,113.3502513,23.19034862,113.3547516,2000,250000
287,23.50531627,113.6463495,23.50946559,113.650847,2000,250000
288,23.53446345,113.502841,23.53859099,113.507317,2000,250000
289,23.15264364,113.6013899,23.1567986,113.60588,2000,250000
290,23.68772056,113.3637848,23.69186272,113.3682838,1883.549532,226759.0214
291,23.18624398,113.3952259,23.19039963,113.3997195,2000,250000
292,23.20269736,113.2198775,23.20684523,113.2243642,2000,250000
293,23.65432448,113.5700201,23.65845497,113.5745037,2000,250000
294,23.35215613,113.0267499,23.35631652,113.0312565,2000,250000
295,23.54284619,113.4670264,23.54697577,113.4715051,2000,250000
296,23.15271617,113.8438808,23.15686277,113.8483608,2000,250000
297,23.10278424,113.6238451,23.10694493,113.6283396,2000,250000
298,23.43493985,113.5341673,23.43907284,113.5386451,2000,250000
299,22.61577296,113.7272439,22.61779442,113.7276744,537.1751792,5802.381065
300,23.90242348,114.0056396,23.90656484,114.0101429,2000,250000
301,23.39338955,113.8931981,23.39753368,113.8976845,2000,250000
302,23.12392493,113.4042073,23.12808097,113.408699,2000,250000
303,23.0946446,113.2512907,23.09880108,113.2557827,2000,250000
304,23.49705157,113.5520848,23.50118471,113.5565651,2000,250000
305,23.48900147,113.3412711,23.49315264,113.345772,2000,250000
306,23.55913358,113.574497,23.56326848,113.5789816,2000,250000
307,23.32703476,113.5789659,23.3311791,113.5834513,2000,250000
308,22.81183767,113.4445723,22.81599529,113.4490551,2000,250000
309,23.67948686,113.4087373,23.68362195,113.4132278,2000,250000
310,23.56756758,113.7273072,23.57171166,113.7318011,2000,250000
311,23.81156991,113.7677372,23.8156984,113.7722237,2000,250000
312,23.32321881,113.4401238,23.32736079,113.4446075,2000,250000
313,23.10288782,113.5296681,23.10703205,113.5341454,2000,250000
314,23.44763763,113.4221891,23.45177857,113.4266767,2000,250000
315,23.36850304,113.5969151,23.37264951,113.6014044,2000,250000
316,23.39770371,113.7811654,23.40184532,113.7856496,2000,250000
317,23.42247167,113.6643352,23.42662528,113.6688339,2000,250000
318,23.42660521,113.9560911,23.43076008,113.9605903,2000,250000
319,23.06982715,113.3502434,23.07399265,113.3547436,2000,250000
320,23.26097756,113.0807771,23.26513278,113.0852746,1928.443639,241281.7355
321,23.21114987,113.4356317,23.21529665,113.4401164,2000,250000
322,23.27340634,113.4490863,23.27754848,113.4535681,2000,250000
323,23.11524709,113.61486,23.11940584,113.6193529,2000,250000
324,23.62533964,113.6014212,23.62947749,113.6059113,2000,250000
325,23.07805082,113.2108979,23.08220175,113.2153835,1986.13179,192378.3721
326,23.16929879,113.6463272,23.17346019,113.6508247,2000,250000
327,23.37679656,113.6014047,23.38094361,113.6058948,2000,250000
328,23.69189021,113.3952611,23.69602744,113.3997547,2000,250000
329,23.32708636,113.8483719,23.33122711,113.852852,2000,250000
330,23.30240725,113.175043,23.30654835,113.1795265,2000,250000
331,23.19438087,113.2288506,23.19853032,113.2333387,2000,250000
332,22.59183649,113.5923764,22.59474759,113.5968647,1507.912953,123585.22
333,23.31906146,113.0672837,23.32321724,113.0717839,2000,250000
334,23.074007,113.4490726,23.07815594,113.4535544,2000,250000
335,23.12374045,113.2647702,23.12789824,113.2692646,2000,250000
336,23.41429123,113.7766818,23.41843289,113.7811668,2000,250000
337,22.71569575,113.5654757,22.7198567,113.5699585,2000,250000
338,23.74532002,113.8573597,23.74944606,113.8618406,2000,250000
339,23.38117496,113.2019492,23.38531445,113.2064338,2000,250000
340,23.91487277,114.028154,23.91901255,114.0326561,2000,250000
341,23.46411596,113.327767,23.46826821,113.3322682,2000,250000
342,23.09483057,113.4042053,23.09898757,113.408697,2000,250000
343,23.1862165,113.3682488,23.1903764,113.3727471,2000,250000
344,23.4182611,113.5924303,23.42240485,113.5969187,2000,250000
345,23.35209443,113.7407712,23.35624433,113.7452627,2000,250000
346,23.46816735,113.7811701,23.47230636,113.7856543,2000,250000
347,23.48043173,113.5834612,23.48457135,113.5879476,2000,250000
348,23.59224091,113.5834686,23.59637637,113.5879551,2000,250000
349,23.14443148,113.8304418,23.14857806,113.8349215,2000,250000
350,23.50944559,113.6373568,23.51359375,113.6418532,2000,250000
351,23.4514486,113.565524,23.45558577,113.5700068,2000,250000
352,23.20268883,113.2827564,23.20684675,113.2872538,2000,250000
353,23.36453232,113.0042141,23.36869328,113.008722,2000,250000
354,23.62534887,113.6238797,23.62949078,113.6283742,2000,250000
355,23.29802834,113.6553307,23.302186,113.6598289,2000,250000
356,23.43484771,113.5834581,23.43898902,113.5879446,2000,250000
357,23.19858053,113.3142472,23.20274186,113.3187478,2000,250000
358,23.14044493,113.3277449,23.14460871,113.332246,2000,250000
359,23.28157312,113.2827618,23.28572828,113.2872591,2000,250000
360,22.65325872,113.6957734,22.65743611,113.7002713,2000,250000
361,23.33954361,113.6688281,23.34370039,113.673327,2000,250000
362,23.21513683,113.7497437,23.2192901,113.7542335,2000,250000
363,23.40582798,113.893199,23.40997165,113.8976853,2000,250000
364,23.48078964,113.1077604,23.48493149,113.112252,2000,250000
365,23.21509656,113.8035661,23.21924202,113.8080473,2000,250000
366,23.11952554,113.5251927,23.12366883,113.5296695,2000,250000
367,23.24825774,113.8349281,23.25240079,113.8394078,2000,250000
368,23.31075539,113.0627821,23.3149123,113.0672834,2000,250000
369,23.33151783,113.1346848,23.33566069,113.1391715,2000,250000
370,23.74545083,113.7363057,23.74958697,113.7407981,2000,250000
371,23.38926687,113.6418449,23.39342,113.646342,2000,250000
372,23.1818858,113.7182918,23.18604513,113.7227871,2000,250000
373,23.24837533,113.2917543,23.25253285,113.2962529,2000,250000
374,23.57184888,113.4580692,23.57597864,113.4625494,2000,250000
375,23.57159239,113.5520898,23.57572277,113.5565701,2000,250000
376,23.48888898,113.7362883,23.49303458,113.7407807,2000,250000
377,23.49304027,113.2378473,23.49718036,113.2423368,2000,250000
378,23.1737793,113.390731,23.17793619,113.3952254,2000,250000
379,23.15698431,113.7497399,23.16113957,113.7542296,2000,250000
380,22.68648665,113.5968706,22.69065461,113.6013599,2000,250000
381,23.26499097,113.2109105,23.26913555,113.2153961,2000,250000
382,23.36037247,113.5117806,23.36450657,113.5162568,2000,250000
383,23.31492501,113.0762825,23.31907921,113.080781,2000,250000
384,23.37701604,113.3007601,23.38116994,113.3052597,2000,250000
385,22.92412814,113.2917325,22.92829623,113.2962311,1932.982077,155097.7048
386,23.72473328,113.8125615,23.72885942,113.8170419,2000,250000
387,23.72464397,113.861839,23.7287712,113.8663203,2000,250000
388,23.36057655,113.408715,23.36472342,113.4132056,2000,250000
389,23.38528118,113.0087231,23.38944134,113.0132309,2000,250000
390,23.18183441,113.6868119,23.18599656,113.6913105,2000,250000
391,23.19869395,113.3817417,23.20285151,113.3862379,2000,250000
392,23.16100996,113.5520624,23.16515517,113.5565427,2000,250000
393,23.40203508,113.3862516,23.40618463,113.390747,2000,250000
394,23.3727089,113.6598335,23.37686413,113.6643321,2000,250000
395,23.5510211,113.7587446,23.55516062,113.7632327,2000,250000
396,23.37714826,113.4356432,23.38128912,113.4401278,2000,250000
397,23.36877222,113.4759708,23.37290723,113.4804485,2000,250000
398,23.08205746,113.5475779,23.0862046,113.5520575,2000,250000
399,23.17378208,113.3952251,23.17793816,113.3997187,2000,250000
400,23.06554504,113.2647663,23.06970475,113.2692607,2000,250000
401,23.15716695,113.4131913,23.16132008,113.4176809,2000,250000
402,23.36863921,112.9906919,23.37279976,112.9951995,2000,250000
403,23.48477334,113.2917704,23.48892227,113.2962689,2000,250000
404,23.21939647,113.4670041,23.22353783,113.4714829,2000,250000
405,23.4928868,113.8663047,23.49702311,113.8707865,2000,250000
406,23.49730347,113.3502727,23.50145387,113.354773,2000,250000
407,23.36860284,113.5341629,23.37273827,113.5386406,2000,250000
408,23.1488113,113.4535593,23.15295702,113.4580403,2000,250000
409,23.82395468,113.7318183,23.82808872,113.7363114,2000,250000
410,23.1818888,113.7901181,23.18603688,113.7946008,2000,250000
411,23.4514564,113.5610425,23.45559275,113.5655243,2000,250000
412,23.24408423,113.6643233,23.24824428,113.6688221,2000,250000
413,23.81552139,113.897712,23.81965086,113.9021993,2000,250000
414,23.10294007,113.5117633,23.10708313,113.5162395,2000,250000
415,23.148553,113.8483602,23.1527,113.8528403,2000,250000
416,22.73651239,113.6238213,22.740684,113.6283158,2000,250000
417,23.36026331,113.9560867,23.36442061,113.9605859,2000,250000
418,23.38101102,113.6643324,23.38516616,113.6688312,2000,250000
419,23.30660054,113.3592592,23.31075721,113.3637587,2000,250000
420,23.08632632,113.5072864,23.09046982,113.5117625,2000,250000
421,23.19453111,113.4401149,23.19867762,113.4445986,2000,250000
422,23.36457444,113.3007592,23.36872879,113.3052588,2000,250000
423,23.15689146,113.6778133,23.16105469,113.682312,2000,250000
424,23.14436472,113.5655037,23.14851283,113.5699864,2000,250000
425,23.2358513,113.8080484,23.23999565,113.8125291,2000,250000
426,23.38515706,113.547598,23.38929364,113.5520776,2000,250000
427,23.73294302,113.8439192,23.73706857,113.8483991,2000,250000
428,23.65448572,113.7632395,23.65862064,113.7677268,2000,250000
429,23.33537511,113.9560851,23.33953331,113.9605843,2000,250000
430,23.0655946,113.3097381,23.06976008,113.3142385,2000,250000
431,23.55947665,113.4266842,23.56361254,113.4311708,2000,250000
432,23.84874393,113.7452962,23.8528749,113.7497869,2000,250000
433,23.29398566,113.794608,23.29812928,113.7990902,2000,250000
434,23.41415999,113.9515921,23.4183146,113.9560905,2000,250000
