OBJECTID,左上经度_02,左上纬度_02,右下经度_02,右下纬度_02
382,113.5117806,23.36037247,113.5162568,23.36450657
383,113.0762825,23.31492501,113.080781,23.31907921
384,113.3007601,23.37701604,113.3052597,23.38116994
385,113.2917325,22.92412814,113.2962311,22.92829623
386,113.8125615,23.72473328,113.8170419,23.72885942
387,113.861839,23.72464397,113.8663203,23.7287712
388,113.408715,23.36057655,113.4132056,23.36472342
389,113.0087231,23.38528118,113.0132309,23.38944134
390,113.6868119,23.18183441,113.6913105,23.18599656
391,113.3817417,23.19869395,113.3862379,23.20285151
392,113.5520624,23.16100996,113.5565427,23.16515517
393,113.3862516,23.40203508,113.390747,23.40618463
394,113.6598335,23.3727089,113.6643321,23.37686413
395,113.7587446,23.5510211,113.7632327,23.55516062
396,113.4356432,23.37714826,113.4401278,23.38128912
397,113.4759708,23.36877222,113.4804485,23.37290723
398,113.5475779,23.08205746,113.5520575,23.0862046
399,113.3952251,23.17378208,113.3997187,23.17793816
400,113.2647663,23.06554504,113.2692607,23.06970475
401,113.4131913,23.15716695,113.4176809,23.16132008
402,112.9906919,23.36863921,112.9951995,23.37279976
403,113.2917704,23.48477334,113.2962689,23.48892227
404,113.4670041,23.21939647,113.4714829,23.22353783
405,113.8663047,23.4928868,113.8707865,23.49702311
406,113.3502727,23.49730347,113.354773,23.50145387
407,113.5341629,23.36860284,113.5386406,23.37273827
408,113.4535593,23.1488113,113.4580403,23.15295702
409,113.7318183,23.82395468,113.7363114,23.82808872
410,113.7901181,23.1818888,113.7946008,23.18603688
411,113.5610425,23.4514564,113.5655243,23.45559275
412,113.6643233,23.24408423,113.6688221,23.24824428
413,113.897712,23.81552139,113.9021993,23.81965086
414,113.5117633,23.10294007,113.5162395,23.10708313
415,113.8483602,23.148553,113.8528403,23.1527
416,113.6238213,22.73651239,113.6283158,22.740684
417,113.9560867,23.36026331,113.9605859,23.36442061
418,113.6643324,23.38101102,113.6688312,23.38516616
419,113.3592592,23.30660054,113.3637587,23.31075721
420,113.5072864,23.08632632,113.5117625,23.09046982
421,113.4401149,23.19453111,113.4445986,23.19867762
422,113.3007592,23.36457444,113.3052588,23.36872879
423,113.6778133,23.15689146,113.682312,23.16105469
424,113.5655037,23.14436472,113.5699864,23.14851283
425,113.8080484,23.2358513,113.8125291,23.23999565
426,113.547598,23.38515706,113.5520776,23.38929364
427,113.8439192,23.73294302,113.8483991,23.73706857
428,113.7632395,23.65448572,113.7677268,23.65862064
429,113.9560851,23.33537511,113.9605843,23.33953331
430,113.3097381,23.0655946,113.3142385,23.06976008
431,113.4266842,23.55947665,113.4311708,23.56361254
432,113.7452962,23.84874393,113.7497869,23.8528749
433,113.794608,23.29398566,113.7990902,23.29812928
434,113.9515921,23.41415999,113.9560905,23.4183146
435,113.1797376,23.26919621,113.1840073,23.27333893
436,113.3817713,23.62569468,113.3862675,23.62983668
437,113.3232259,22.87006092,113.327727,22.87423306
438,113.219882,23.26912973,113.2243687,23.27327528
439,113.0132323,23.41017202,113.01774,23.41433114
440,113.6058954,23.38923696,113.6103865,23.39338443
441,113.2423174,23.21098386,113.2468079,23.21513489
442,113.7093007,23.19433421,113.7137973,23.19849419
443,113.1571178,23.43100793,113.161602,23.43514491
444,113.2243704,23.29817689,113.2288579,23.30232203
445,113.3142744,23.59661306,113.318775,23.6007599
446,113.3502547,23.23602171,113.354755,23.2401816
447,113.4176827,23.18624516,113.4221713,23.19039639
448,113.4714809,23.19446707,113.4759592,23.19860874
449,113.8439007,23.45563422,113.8483807,23.45977002
450,113.7946033,23.22341486,113.7990855,23.22756096
451,113.6418392,23.30215668,113.6463362,23.30631296
452,113.9381017,23.39755382,113.9425975,23.40170664
453,113.2512913,23.10295796,113.2557833,23.10711416
454,113.7227908,23.2400318,113.7272854,23.2441885
455,113.695814,23.26905094,113.7003119,23.27320954
456,113.4625144,23.06566406,113.466994,23.06981117
457,113.4804593,23.53038786,113.4849365,23.53451649
458,113.6058937,23.36435511,113.6103849,23.36850348
459,113.386237,23.19039132,113.3907324,23.19454842
460,113.3997024,22.94093648,113.4041951,22.9450992
461,113.5520767,23.37685339,113.556557,23.38099097
462,113.2737676,23.24835747,113.2782634,23.25251246
463,113.0717805,23.27341938,113.07628,23.27757594
464,113.8662957,23.35609444,113.8707776,23.36023579
465,113.8573231,23.19008059,113.861804,23.19422686
466,113.6373629,23.60053414,113.6418593,23.60467891
467,113.4445748,22.84932144,113.4490576,22.853478
468,113.2243788,23.42260409,113.2288663,23.4267447
469,113.269269,23.19437181,113.2737642,23.19852796
470,112.9856552,23.3699877,112.986185,23.37155786
471,113.3277427,23.10719808,113.3322438,23.11136297
472,113.6463564,23.60882407,113.6508539,23.61296954
473,113.208655,23.11546491,113.2109006,23.11922724
474,113.2378304,23.24420492,113.24232,23.24835404
475,113.6059011,23.47628026,113.6103923,23.48042452
476,113.3637382,23.01163006,113.3682371,23.01579622
477,113.5834485,23.28968532,113.587935,23.2938319
478,113.2198812,23.2566765,113.2243679,23.26082249
479,113.9785887,23.37276044,113.9830908,23.37692004
480,113.3052319,22.96992376,113.3097319,22.97409187
481,113.8797744,23.84031723,113.8842583,23.84444269
482,113.9291366,23.75355125,113.9336307,23.7576892
483,113.4849442,23.6462717,113.489421,23.6503957
484,113.4221854,23.39374772,113.426673,23.39789065
485,113.2827356,22.89081677,113.2872329,22.89498465
486,113.2423197,23.24420239,113.2468101,23.24835225
487,113.6643449,23.5674633,113.6688436,23.57161153
488,113.0447707,23.32316488,113.0492752,23.32732427
489,113.6868124,23.19014192,113.691311,23.19430378
490,113.4938711,23.26914346,113.4983474,23.27328085
491,113.6868528,23.79083942,113.6913514,23.79497941
492,113.3412569,23.28166856,113.3457578,23.2858273
493,113.6193591,23.2149567,113.6238528,23.21911285
494,113.4804133,22.85340462,113.4848906,22.85755617
495,113.0177383,23.38945477,113.0222458,23.39361443
496,113.8125465,23.50126804,113.8170269,23.50540244
497,113.6958198,23.35618627,113.7003177,23.36034175
498,113.9066634,23.459708,113.9111525,23.46385227
499,113.9740883,23.38933562,113.9785901,23.39349418
500,113.2468275,23.50546335,113.2513187,23.50960447
501,113.3142624,23.42264577,113.318763,23.42679906
502,113.7497742,23.66689569,113.754264,23.67103245
503,113.52073,23.32301152,113.5252066,23.32714741
504,113.5834349,23.08312091,113.5879213,23.08615269
505,113.4625365,23.38954021,113.4670161,23.39367606
506,113.3682485,23.18206267,113.3727469,23.18622272
507,113.6238509,23.19004109,113.6283454,23.19419885
508,113.8573424,23.48461521,113.8618233,23.48875086
509,113.3592842,23.667034,113.3637837,23.67117739
510,113.1077535,23.38130981,113.1122451,23.38545533
511,113.6688254,23.29805281,113.6733243,23.30221107
512,113.1346837,23.31492211,113.1391704,23.31906558
513,113.8260015,23.73297682,113.8304812,23.73710212
514,113.664336,23.43490689,113.6688348,23.43906004
515,113.9650855,23.36443107,113.9695861,23.36858949
516,113.5073074,23.39770807,113.5117834,23.4018407
517,113.6328403,23.19420376,113.6373362,23.19836272
518,113.6462901,22.59895466,113.6507876,22.60313279
519,113.592409,23.09446405,113.5968973,23.09861915
520,113.8080589,23.39352167,113.8125396,23.39766036
521,113.9021933,23.72873936,113.9066813,23.73287281
522,113.2333399,23.21514246,113.2378287,23.21929189
523,113.7856338,23.16527725,113.7901173,23.16942648
524,113.704839,23.71647562,113.7093362,23.72061703
525,113.6688149,23.14025429,113.6733138,23.14441803
526,113.7227966,23.32718894,113.7272913,23.33134254
527,113.7137567,22.58238831,113.7182526,22.58656577
528,113.1167364,23.39789259,113.1212262,23.40203585
529,113.8618436,23.79490259,113.866325,23.79902729
530,113.763216,23.30646155,113.7677033,23.31060931
531,113.8125623,23.737135,113.8170427,23.7412607
532,113.5162657,23.49714634,113.520742,23.50127557
533,113.5969264,23.53841321,113.6014157,23.5425534
534,113.4849229,23.33556438,113.4893997,23.33969986
535,113.6868135,23.20675522,113.6913121,23.21091651
536,113.6643285,23.3229407,113.6688273,23.32709794
537,113.3232484,23.20275016,113.3277494,23.20691173
538,113.1538732,23.29414608,113.1571087,23.29829045
539,113.4849029,23.04065678,113.4893797,23.04480235
