OBJECTID,左上经度_02,左上纬度_02,右下经度_02,右下纬度_02
3770,113.8438919,23.32294571,113.8483719,23.32708636
3771,113.4490738,23.0906359,113.4535556,23.0947843
3772,113.4983587,23.43918968,113.5028348,23.44332079
3773,112.9906925,23.37693347,112.9952,23.3810937
3774,113.1436621,23.40615682,113.1481475,23.41029587
3775,113.8573301,23.29802561,113.8618111,23.30216808
3776,113.8215025,23.44324346,113.8259824,23.44737957
3777,113.8170076,23.21507383,113.8214877,23.21921835
3778,113.1032628,23.40204239,113.1077552,23.40618801
3779,113.5117373,22.71166162,113.5162135,22.71581626
3780,113.2513077,23.34794688,113.2557998,23.35209457
3781,113.4311532,23.31078254,113.4356389,23.31492669
3782,113.8662868,23.21913826,113.8707686,23.22328447
3783,113.0717868,23.36469904,113.0762862,23.36885231
3784,113.2647813,23.28986128,113.2692758,23.29401333
3785,114.0056348,23.83222972,114.0101382,23.83637353
3786,113.2782857,23.58000731,113.2827823,23.58415086
3787,113.6688279,23.3353952,113.6733267,23.33955212
3788,113.8663053,23.50117189,113.8707871,23.50530788
3789,113.8035894,23.56340139,113.8080706,23.56753417
3790,113.5834422,23.19419381,113.5879287,23.19834374
3791,113.6193523,23.11109358,113.6238459,23.11525326
3792,113.6013984,23.28137638,113.6058885,23.28552688
3793,113.2153897,23.17362741,113.2198759,23.1777757
3794,113.4983632,23.50548509,113.5028393,23.50961374
3795,113.5117823,23.38525523,113.5162584,23.38938841
3796,113.4580732,23.62979064,113.4625535,23.63391825
3797,113.2872752,23.5220487,113.2917732,23.52619567
3798,113.7228055,23.45987259,113.7273002,23.46402132
3799,113.8035642,23.1860238,113.8080454,23.19017026
3800,113.453589,23.58013736,113.45807,23.58426751
3801,113.8215133,23.60476362,113.8259932,23.60889375
3802,113.3502474,23.12802064,113.3547476,23.13218424
3803,113.210897,23.06557813,113.2153827,23.06972947
3804,113.6238495,23.16927126,113.628344,23.17342972
3805,113.5431314,23.56333322,113.5476102,23.56746256
3806,113.25579,23.2068278,113.2602827,23.21098127
3807,113.3862545,23.44348809,113.3907499,23.44763611
3808,113.4894133,23.53864464,113.4938898,23.54277237
3809,113.6373712,23.72462633,113.6418676,23.72876654
3810,113.2243726,23.33137072,113.2288601,23.33551466
3811,113.7990933,23.34376834,113.803575,23.34790966
3812,113.875268,23.48458903,113.8797512,23.48872683
3813,113.9560854,23.33952352,113.9605846,23.34368157
3814,113.7721859,23.25665241,113.7766716,23.26080047
3815,113.5700098,23.50116135,113.5744935,23.50529753
3816,113.7542719,23.78678404,113.7587609,23.79091568
3817,113.8842362,23.50943471,113.8887208,23.51357298
3818,113.7677058,23.34794767,113.7721923,23.35209318
3819,113.5475773,23.07374273,113.5520569,23.07789015
3820,113.6373634,23.60881123,113.6418599,23.6129557
3821,113.5654824,22.81986048,113.5699652,22.8240186
3822,113.8304514,23.28977484,113.8349311,23.29391638
3823,113.3187716,23.55108448,113.3232725,23.55523325
3824,113.2602757,23.10711466,113.2647693,23.11127225
3825,113.0897735,23.30663869,113.094269,23.31079048
3826,113.2692646,23.12789824,113.2737598,23.13205665
3827,113.6373406,23.26479744,113.641837,23.26895453
3828,114.0281534,23.90661769,114.0326555,23.91075775
3829,113.2647696,23.11542846,113.269264,23.11958653
3830,113.462538,23.4102709,113.4670175,23.414406
3831,113.8707844,23.46387784,113.8752669,23.46801578
3832,113.7587175,23.14867494,113.7632057,23.15282896
3833,113.0132292,23.3645595,113.0177369,23.36872028
3834,113.5028487,23.64621867,113.5073246,23.65034205
3835,113.5565119,22.69487076,113.560993,22.69903067
3836,113.7273013,23.48059519,113.7317952,23.4847425
3837,113.8170352,23.62960029,113.8215153,23.63372967
3838,113.094275,23.3978943,113.0987695,23.40204186
3839,113.4715159,23.70270437,113.4716076,23.70294618
3840,113.6958282,23.48054983,113.7003261,23.48470073
3841,113.7811872,23.72064241,113.7856714,23.72477208
3842,113.3412603,23.33146287,113.3457612,23.33561982
3843,113.2827528,23.14868546,113.2872502,23.15284523
3844,113.7093328,23.67099478,113.7138294,23.67513738
3845,113.4266547,23.13222864,113.4311412,23.13637988
3846,113.5565662,23.51775303,113.5610472,23.52188615
3847,113.228857,23.28987234,113.2333452,23.29401844
3848,113.3412575,23.2899691,113.3457583,23.29412754
3849,113.4042271,23.41033634,113.4087188,23.41448228
3850,113.7542296,23.16113957,113.7587187,23.16529392
3851,113.3772691,23.54704424,113.3817661,23.55118985
3852,113.3277483,23.19029843,113.3322494,23.19446052
3853,113.4445819,22.95339192,113.4490647,22.95754542
3854,113.1929606,23.07392308,113.1974447,23.07807256
3855,113.4490718,23.06153391,113.4535536,23.06568324
3856,113.7542623,23.64621312,113.7587513,23.65034988
3857,112.9816824,23.43422638,112.9820167,23.43495124
3858,113.3817326,23.06571579,113.3862288,23.06987779
3859,113.4131901,23.14054687,113.4176798,23.14470056
3860,113.84388,23.14025089,113.8483599,23.14439791
3861,113.7317866,23.35623586,113.7362797,23.36038707
3862,113.8483746,23.36856668,113.8528548,23.37270592
3863,113.7856532,23.45573127,113.7901367,23.45987011
3864,113.7856398,23.25664084,113.7901233,23.2607869
3865,113.0807813,23.32322821,113.0852788,23.32738122
3866,113.7811906,23.77024299,113.7856747,23.77437087
3867,113.4625065,22.94919519,113.4669861,22.95334594
3868,113.8125255,23.18600898,113.8170059,23.19015474
3869,113.4580211,22.87011616,113.4625014,22.8742699
3870,113.1705584,23.28166549,113.1750419,23.28580737
3871,113.3637618,23.35639131,113.3682608,23.36054572
3872,113.6103479,22.80316895,113.613434,22.80640161
3873,113.9156445,23.49699886,113.9201356,23.50114355
3874,113.29174,23.03646005,113.2962386,23.04062467
3875,113.4311464,23.21115503,113.435632,23.21530268
3876,113.5386373,23.3229619,113.5431156,23.32709951
3877,113.2019478,23.36043897,113.2064324,23.3645792
3878,113.5252105,23.38521562,113.5296873,23.38934958
3879,113.3277407,23.07809989,113.3322418,23.08226573
3880,113.3007575,23.33968716,113.3052572,23.34384242
3881,113.5117692,23.19019691,113.5162453,23.19433704
3882,113.8349357,23.36444439,113.8394154,23.36858326
3883,113.5207347,23.39352163,113.5252113,23.39765495
3884,113.5475544,22.72406724,113.552034,22.72822495
3885,113.4221836,23.36886678,113.4266713,23.37301063
3886,113.6913483,23.74952289,113.6958466,23.75366415
3887,113.9830929,23.41009099,113.9875955,23.41424958
3888,113.5162267,22.91574815,113.5207031,22.91989727
3889,113.3727591,23.36469944,113.3772567,23.36885242
3890,113.5699862,23.14435774,113.5744698,23.1485067
3891,113.3817612,23.48077842,113.3862574,23.4849258
3892,113.3817661,23.55118985,113.3862623,23.55533461
3893,113.5789525,23.1235688,113.5834379,23.12772022
3894,113.6373472,23.36437887,113.6418436,23.36853237
3895,113.3772433,23.17376645,113.3817403,23.17792554
3896,113.8438985,23.4224767,113.8483785,23.42661372
3897,113.8304533,23.31882206,113.834933,23.32296256
3898,113.2737567,23.08633694,113.2782525,23.09049742
3899,113.6778163,23.20258508,113.6823151,23.20674675
3900,113.5028165,23.1736084,113.5072925,23.17774895
3901,113.6283123,22.68649933,113.6328075,22.69067295
3902,113.1795279,23.32729412,113.1840113,23.33143436
3903,113.2917667,23.43090134,113.2962653,23.43505225
3904,113.8215106,23.5633705,113.8259904,23.56750216
3905,113.7811584,23.29400112,113.7856426,23.29814649
3906,113.0717791,23.252664,113.0762786,23.25682129
3907,113.2288663,23.4267447,113.2333544,23.43088583
3908,113.866308,23.5425881,113.8707898,23.54672255
3909,113.6508401,23.40586559,113.6553381,23.41001898
3910,113.8662895,23.26065708,113.8707713,23.26480184
3911,113.9336389,23.88161084,113.9381338,23.88574514
3912,113.1302031,23.41031965,113.1346905,23.41446028
3913,113.8977049,23.7080689,113.9021922,23.71220223
3914,113.5162733,23.60893889,113.5207496,23.61306398
3915,113.7228317,23.84459657,113.7273263,23.84873122
3916,113.3502313,22.89092879,113.3547315,22.89509981
3917,113.7811568,23.26909861,113.785641,23.27324486
3918,113.875259,23.34778661,113.8797422,23.35192943
3919,113.6733301,23.38932127,113.677829,23.39347628
3920,113.7272885,23.28984875,113.7317824,23.29400302
3921,113.2692665,23.15698486,113.2737617,23.16114228
3922,113.93361,23.44314717,113.9381049,23.44729745
3923,113.0807907,23.46006063,113.0852882,23.46420863
3924,113.825988,23.53023659,113.8304676,23.53436935
3925,113.2782553,23.13206011,113.282752,23.13621977
3926,113.5162431,23.16110474,113.5207194,23.16524605
3927,113.1750512,23.4226847,113.1795347,23.42682142
3928,113.3367732,23.53041375,113.3412743,23.5345635
3929,113.5341498,23.17351684,113.5386276,23.17765916
3930,113.5297038,23.63372764,113.534181,23.6378528
3931,113.4759891,23.63388476,113.4804668,23.63800996
3932,113.3232611,23.38949485,113.3277622,23.39364975
3933,113.5386326,23.25240862,113.5431109,23.25654874
3934,113.9695831,23.32296031,113.9740843,23.32712079
3935,114.0281531,23.90248994,114.0326552,23.90663013
3936,113.2198983,23.50962686,113.224385,23.51376363
3937,113.7048034,23.18601994,113.7093005,23.19018067
3938,113.727319,23.7413096,113.7318129,23.74544728
3939,113.6868157,23.23997491,113.6913143,23.24413505
3940,113.4535499,23.01162109,113.458031,23.01577127
3941,113.8035822,23.45570727,113.8080633,23.45984406
3942,113.3232354,23.01155659,113.3277365,23.01572447
3943,113.7048225,23.47227848,113.7093196,23.47642893
3944,113.1929874,23.46824023,113.1974714,23.47237582
3945,113.9156421,23.45970974,113.9201332,23.46385582
3946,113.7677136,23.46403314,113.7722001,23.46817439
3947,113.2126248,23.14012889,113.2153874,23.14038949
3948,113.4176895,23.28589367,113.4221782,23.29004142
3949,113.5073155,23.51788405,113.5117916,23.52201223
3950,113.7093052,23.26077125,113.7138017,23.26492892
3951,113.4266779,23.46835428,113.4311644,23.47249355
3952,113.8752504,23.2149735,113.8797336,23.21912105
3953,113.5252113,23.39765495,113.5296881,23.40178846
3954,113.8035675,23.23585852,113.8080487,23.24000325
3955,113.9515932,23.43074121,113.9560916,23.4348952
3956,113.4445941,23.1322063,113.4490769,23.1363541
3957,113.7317757,23.19436146,113.7362688,23.1985184
3958,113.3052688,23.51379012,113.3097688,23.51793939
3959,113.1077501,23.33153708,113.1122417,23.3356844
3960,113.3817644,23.52634383,113.3862606,23.53048953
3961,113.3817448,23.24437181,113.386241,23.24852777
3962,113.7946255,23.55513399,113.7991077,23.55926802
3963,113.386235,23.16131257,113.3907304,23.16547067
3964,113.6013655,22.77817197,113.6058557,22.78233837
3965,113.7228201,23.67514894,113.7273148,23.6792897
3966,113.5834035,22.59892635,113.58789,22.60309385
3967,113.4535769,23.40614425,113.458058,23.41028084
3968,113.7048145,23.35205374,113.7093116,23.3562086
3969,113.4670013,23.17786324,113.4714801,23.18200602
3970,112.9951995,23.37279976,112.9997073,23.37696032
3971,113.8842151,23.18589114,113.8886997,23.19004109
3972,113.3637425,23.07400747,113.3682414,23.07817164
3973,113.1795336,23.41023959,113.1840169,23.41437681
3974,113.6058934,23.36020761,113.6103846,23.36435614
3975,113.2602754,23.10295819,113.2647691,23.10711592
3976,113.5386359,23.30221537,113.5431142,23.30635372
3977,113.731773,23.15281968,113.736266,23.15697804
3978,113.5789506,23.09447443,113.583436,23.09862681
3979,113.7811816,23.63792648,113.7856658,23.64205919
3980,113.2558009,23.36868488,113.2602936,23.37283258
3981,113.5475686,22.94063553,113.5520482,22.94478711
3982,112.990693,23.38522711,112.9952006,23.38938704
3983,113.3907304,23.16547067,113.3952248,23.16962784
3984,113.6598391,23.45562102,113.6643376,23.4597732
3985,113.4849094,23.13626813,113.4893861,23.14041058
3986,113.3457445,23.0906054,113.3502451,23.0947705
3987,113.5879303,23.22326111,113.5924177,23.22741095
3988,113.1884946,23.331426,113.1929783,23.33556636
3989,113.4625532,23.6297807,113.4670327,23.63390766
3990,113.7991055,23.52614121,113.8035872,23.53027582
3991,113.4356406,23.33981937,113.4401252,23.3439616
3992,113.3817377,23.14053352,113.3862339,23.14469304
3993,113.2602844,23.23589603,113.264778,23.24004923
3994,113.4714629,22.92836484,113.4759412,22.93251508
3995,113.3142735,23.58419582,113.3187741,23.58834312
3996,113.6014143,23.52184723,113.6059044,23.52598892
3997,113.4445947,23.14051718,113.4490775,23.1446647
3998,113.614863,23.16095617,113.6193559,23.1651134
3999,113.4176795,23.14054533,113.4221682,23.14469811
4000,113.2423102,23.10296079,113.2468006,23.10711547
4001,113.3232402,23.08224872,113.3277413,23.08641434
4002,113.7856465,23.35622942,113.79013,23.36037192
4003,113.2962565,23.30648919,113.3007556,23.31064517
4004,113.4176958,23.37716349,113.4221845,23.38130793
4005,113.614875,23.34361898,113.6193679,23.34776978
4006,113.5789618,23.26478629,113.5834472,23.26893286
4007,112.9816836,23.45152845,112.9861906,23.45568539
4008,113.8707781,23.36853064,113.8752606,23.37267209
4009,113.4311524,23.29833374,113.435638,23.30247833
4010,113.7721821,23.19851998,113.7766677,23.20267007
4011,113.9066882,23.83617209,113.9111773,23.84030256
4012,113.4221986,23.58431864,113.4266863,23.58845451
4013,113.1571084,23.29414055,113.1615926,23.29828252
4014,113.4535322,22.7493277,113.4580133,22.75348551
4015,113.2423071,23.05723059,113.2467975,23.06138676
4016,113.7497448,23.23174668,113.7542346,23.23589937
4017,113.5565394,23.11529156,113.5610205,23.11943904
4018,113.5700035,23.40584582,113.5744871,23.40998552
4019,113.538634,23.27316401,113.5431123,23.2773034
4020,113.2647716,23.14451799,113.269266,23.14867509
4021,113.614859,23.10050262,113.6193518,23.10278077
4022,113.8663066,23.52188192,113.8707885,23.52601714
4023,113.4311498,23.26097933,113.4356354,23.26512525
4024,113.9336353,23.82792764,113.9381303,23.83206381
4025,113.2647965,23.51374796,113.2692909,23.51789183
4026,113.4401318,23.43932974,113.4446155,23.44346748
4027,113.6642889,22.71990006,113.6687877,22.72407627
4028,113.6643385,23.47220428,113.6688373,23.47635606
4029,113.6598443,23.53433078,113.6643429,23.53848004
4030,113.8125239,23.16108389,113.8170043,23.16523052
4031,113.6733121,23.11948455,113.6778111,23.12364905
4032,113.4535698,23.30244921,113.4580509,23.30658957
4033,113.8797501,23.47215419,113.884234,23.47629313
4034,113.4490829,23.22358728,113.4535647,23.22773117
4035,113.5475939,23.32293999,113.5520734,23.32707883
4036,113.4759524,23.09888836,113.4804302,23.10303279
4037,113.3277664,23.45582811,113.3322676,23.45998066
4038,113.9291103,23.35192548,113.9336043,23.35607823
4039,113.5610467,23.5136026,113.5655285,23.51773666
4040,113.6913094,23.16938041,113.6958077,23.17354276
4041,113.4714506,22.74511957,113.4759289,22.74927501
4042,113.826001,23.72470887,113.8304806,23.72883446
4043,113.6418282,23.13605304,113.6463253,23.1402151
4044,113.7632057,23.15282896,113.7676931,23.15698206
4045,113.3052538,23.29405347,113.3097538,23.29821079
4046,113.0447701,23.31486672,113.0492746,23.31902641
4047,113.6553442,23.50118869,113.6598424,23.50533891
4048,113.6014184,23.58395421,113.6059086,23.58809359
4049,113.2468216,23.41844258,113.2513128,23.42258693
4050,113.7227983,23.35207894,113.7272929,23.35623162
4051,113.8349393,23.41834816,113.839419,23.42248507
4052,113.3997544,23.69189218,113.404247,23.69602856
4053,113.2333615,23.53446278,113.2378504,23.53860061
4054,113.525206,23.31884955,113.5296828,23.32298592
4055,113.6958413,23.67510846,113.7003392,23.67925215
4056,113.6553224,23.17346776,113.6598206,23.17762977
4057,113.5475828,23.1568653,113.5520624,23.16100996
4058,113.5475571,22.76573941,113.5520367,22.76989598
4059,113.5924267,23.36435734,113.5969151,23.36850304
4060,113.1167378,23.41862176,113.1212276,23.42276426
4061,113.3502747,23.52629748,113.354775,23.53044682
4062,114.0461552,23.87363853,114.0489255,23.87777371
4063,113.7497691,23.59241843,113.7542589,23.59655795
4064,113.8887078,23.31458423,113.8931933,23.31873042
4065,113.6958085,23.18600466,113.7003064,23.19016616
4066,113.3862502,23.38130286,113.3907456,23.38545317
4067,113.7632107,23.2275939,113.767698,23.23174443
4068,113.6823109,23.14443516,113.6868097,23.14859872
4069,113.3412495,23.1737085,113.3457504,23.177871
4070,114.0281484,23.83229617,114.0326505,23.83643882
4071,113.992097,23.39767912,113.9966001,23.40183867
4072,113.7721923,23.35209318,113.7766779,23.35623782
4073,113.4446052,23.29416576,113.449088,23.29830796
4074,113.7272412,22.57406163,113.7317351,22.57823747
4075,113.2872504,23.15700004,113.2917484,23.16116013
4076,113.0762882,23.39787953,113.0807867,23.40203072
4077,113.6508545,23.6212457,113.6553525,23.62539113
4078,113.4535584,23.1363456,113.4580395,23.14049174
4079,113.3097648,23.4599395,113.3142653,23.46409113
4080,113.3232509,23.24012294,113.327752,23.24428322
4081,113.6598164,23.11438221,113.6615807,23.1153066
4082,114.0371484,23.78687871,114.0416494,23.79102202
4083,113.4221633,23.07404041,113.426651,23.07819448
4084,113.884231,23.43070742,113.8887156,23.4348486
4085,113.8976899,23.48042751,113.9021772,23.48456926
4086,113.6462903,22.60312563,113.6507878,22.60730366
4087,113.2423222,23.28156208,113.2468126,23.28571063
4088,113.9156356,23.36021154,113.9201267,23.36436127
4089,113.5117761,23.29399199,113.5162523,23.29812848
4090,113.3592518,23.19866316,113.3637513,23.20282363
4091,113.3007438,23.13624253,113.3052434,23.14040491
4092,113.7093244,23.54684299,113.713821,23.5509902
4093,113.4580594,23.43100774,113.4625397,23.43514271
4094,113.3097289,22.92831717,113.3142292,22.93248691
4095,113.3052498,23.23593943,113.3097499,23.2400988
4096,113.7048014,23.15694019,113.7092985,23.16110191
4097,113.6373436,23.31044959,113.64184,23.31460504
4098,113.5297026,23.61717654,113.5341799,23.6213023
4099,113.8439021,23.47635271,113.848382,23.48048774
4100,113.3322633,23.39780459,113.3367644,23.40195931
4101,113.6598225,23.20670455,113.6643211,23.2108657
4102,113.570019,23.63777642,113.5745026,23.64190753
4103,113.5475831,23.16101997,113.5520627,23.16516449
4104,113.3412529,23.22354837,113.3457538,23.22770916
4105,113.1840175,23.42266772,113.1885011,23.42680459
4106,113.7272949,23.38526205,113.7317888,23.38941287
4107,113.8573636,23.80317276,113.8618445,23.80729671
4108,113.5207186,23.15278204,113.5251952,23.15692388
4109,113.3367544,23.25675489,113.3412555,23.26091464
4110,113.6913229,23.37276789,113.6958212,23.37692305
4111,113.3996976,22.87017057,113.4041903,22.87433537
4112,113.4938593,23.09468069,113.4983356,23.09882404
4113,113.7923783,23.89826703,113.7946489,23.90043155
4114,113.8662841,23.17760501,113.8707659,23.18175265
4115,113.4625161,23.09060822,113.4669956,23.09475452
4116,113.354749,23.1529604,113.3592489,23.15712281
4117,113.2468026,23.13620694,113.2512938,23.14036128
4118,113.1974745,23.51794462,113.2019588,23.52207867
4119,113.6687785,22.58230888,113.6732773,22.5864888
4120,113.4221753,23.24853284,113.426663,23.252681
4121,113.6238519,23.20665439,113.6283464,23.21081158
4122,113.4266533,23.11144901,113.4311398,23.11560095
4123,113.5969096,23.28552746,113.6013989,23.28967692
4124,113.5879279,23.18588313,113.5924153,23.19003426
4125,113.2692955,23.58414048,113.2737907,23.58828246
4126,113.0357648,23.38950569,113.0402706,23.39366382
4127,113.8977057,23.72047242,113.902193,23.72460531
4128,113.4535547,23.08231323,113.4580358,23.08646115
4129,113.4715048,23.54283501,113.4759831,23.54696406
4130,113.3817403,23.17792554,113.3862365,23.18208381
4131,113.9696181,23.8527763,113.9741193,23.8569174
4132,113.3367556,23.27335891,113.3412566,23.27751807
4133,113.9107095,23.34337205,113.9111447,23.34361869
4134,113.7632252,23.44331407,113.7677125,23.44745682
4135,113.7273021,23.49302396,113.7317961,23.49717082
4136,113.700308,23.21508524,113.7048056,23.21924538
4137,113.7677003,23.26495716,113.7721868,23.26910565
4138,113.3052716,23.55520168,113.3097717,23.55934941
4139,113.5699544,22.65732604,113.5744381,22.66148937
4140,113.3682405,23.06569895,113.3727389,23.06986287
4141,113.3367417,23.06980203,113.3412427,23.07396811
4142,113.8573345,23.36440372,113.8618154,23.36854379
4143,113.5744655,23.08200862,113.57895,23.08616052
4144,113.7183273,23.70822616,113.7228226,23.71236632
4145,113.6688359,23.45563758,113.6733348,23.45979009
4146,113.8080575,23.37278792,113.8125382,23.37692738
4147,113.72731,23.60895917,113.7318039,23.61310171
4148,113.5162523,23.29812848,113.5207286,23.302265
4149,113.6867812,22.71577461,113.6896093,22.71912604
4150,113.4266538,23.11976127,113.4311404,23.12391294
4151,113.9740864,23.36030626,113.9785882,23.36446588
4152,113.6643429,23.53848004,113.6688417,23.54262936
4153,113.4535527,23.05320935,113.4580338,23.05735822
4154,113.4938359,22.74505691,113.4983123,22.74921068
4155,113.363755,23.25680278,113.3682539,23.26096074
4156,113.1974739,23.50966076,113.2019582,23.51379513
4157,113.8932068,23.5259951,113.8949196,23.53013558
4158,113.1436561,23.31905932,113.1481415,23.32320155
4159,113.0807773,23.26512863,113.0844392,23.26928301
4160,113.8439004,23.45149007,113.8483804,23.45562602
4161,113.5028098,23.07386799,113.5072858,23.07801187
4162,113.718291,23.16942348,113.7227863,23.17358322
4163,113.7362866,23.4640291,113.740779,23.46817563
4164,113.5162607,23.42255571,113.520737,23.42668771
4165,113.6193526,23.11524978,113.6238462,23.11940932
4166,113.605876,23.09446182,113.6103671,23.09861959
4167,113.9920959,23.38008274,113.9938466,23.38109822
4168,113.9785882,23.36446588,113.9830902,23.36862578
4169,113.2288534,23.23590835,113.2333415,23.24005635
4170,113.7587162,23.12789808,113.7632043,23.13205279
4171,113.4176847,23.21531791,113.4221733,23.21946814
4172,113.8080595,23.4018141,113.8125401,23.4059525
4173,113.7542584,23.58827994,113.7587474,23.59241884
4174,113.7317924,23.44330478,113.7362855,23.44745279
4175,113.4804344,23.1653654,113.4849116,23.16950719
4176,113.5834656,23.54670256,113.587952,23.55083972
4177,113.673319,23.22334062,113.6778179,23.22750159
4178,113.4176993,23.42691624,113.422188,23.43105887
4179,113.9695834,23.32710916,113.9740845,23.3312695
4180,113.5207423,23.50541788,113.5252189,23.50954707
4181,113.6328482,23.31459333,113.6373441,23.31874804
4182,113.4804519,23.42266182,113.4849292,23.42679445
4183,113.4490831,23.22773967,113.4535649,23.23188341
4184,113.3952599,23.67534764,113.3997535,23.67948548
4185,113.507297,23.24419522,113.5117731,23.24833336
4186,113.4177187,23.70429672,113.4222073,23.70842908
4187,113.3907287,23.14054138,113.3952231,23.14469939
4188,113.5207375,23.43497769,113.5252141,23.4391095
4189,113.4670284,23.57182836,113.4715071,23.57595687
4190,113.7138087,23.3686577,113.7183046,23.37281097
4191,113.067293,23.45589888,113.0717933,23.46004966
4192,113.4401115,23.1446793,113.4445952,23.1488275
4193,113.8618233,23.48875086,113.8663047,23.4928868
4194,113.5834568,23.41412159,113.5879432,23.41826365
4195,113.4266535,23.11560521,113.4311401,23.11975701
4196,113.0807853,23.3812985,113.0852828,23.3854494
4197,113.6193872,23.63775803,113.6238808,23.64189875
4198,113.8483584,23.12013954,113.8496935,23.12361795
4199,113.1974668,23.4060608,113.2019512,23.410199
4200,113.4804582,23.51382138,113.4849354,23.51795063
4201,113.8842297,23.40998051,113.8887143,23.41412247
4202,113.7946019,23.20265075,113.7990842,23.20679757
4203,113.3637828,23.65876841,113.3682818,23.66291163
4204,113.5072653,22.77001772,113.5117414,22.77417067
4205,113.2917317,22.91164113,113.2962302,22.9158096
4206,113.6868447,23.67095602,113.6913433,23.67510036
4207,113.4266944,23.70429092,113.4311809,23.70842147
4208,113.4087225,23.46836225,113.4132131,23.47250515
4209,113.0627926,23.46417912,113.0672939,23.46833042
4210,113.8842373,23.5260018,113.8887219,23.53013947
4211,113.3772665,23.50977175,113.3817635,23.51391875
4212,113.9650888,23.41418932,113.9695893,23.41834592
4213,113.4804403,23.2525776,113.4849176,23.25671637
4214,113.4446041,23.27756469,113.4490869,23.28170747
4215,113.6868327,23.49296219,113.6913312,23.49711313
4216,113.0762925,23.46005559,113.080791,23.46420448
4217,113.7183026,23.34377738,113.722798,23.34793098
4218,113.2109217,23.43091179,113.2154073,23.43505034
4219,113.7587505,23.63793861,113.7632386,23.6420749
4220,113.7362998,23.6586166,113.7407922,23.66275592
4221,113.6373612,23.57569919,113.6418576,23.57984489
4222,113.2602752,23.09880157,113.2647688,23.10295945
4223,113.3637501,23.18620976,113.3682491,23.19037018
4224,113.8842191,23.2481813,113.8887037,23.25232909
4225,113.3142636,23.43922575,113.3187642,23.44337843
4226,113.507292,23.1694406,113.511768,23.17358133
4227,113.5789736,23.44314147,113.583459,23.44728156
4228,113.3772585,23.39373336,113.3817554,23.39788464
4229,113.2423298,23.39356891,113.2468202,23.39771341
4230,113.5655108,23.25235099,113.5699936,23.25649538
4231,113.3907453,23.38130642,113.3952397,23.38545596
4232,113.3232433,23.12796993,113.3277444,23.13213405
4233,113.332273,23.53868748,113.3367741,23.54283699
4234,113.467033,23.63804505,113.4715117,23.64217111
4235,113.3367473,23.15292733,113.3412484,23.15709066
4236,114.0281489,23.84055642,114.032651,23.84469878
4237,113.2378232,23.13621126,113.2423127,23.14036411
4238,113.5252214,23.54681957,113.5296982,23.55094755
4239,113.3232447,23.14874679,113.3277458,23.1529102
4240,113.5386221,23.09455044,113.5431004,23.09869593
4241,113.4849337,23.49309722,113.4894104,23.49722691
4242,113.4221733,23.21946814,113.426661,23.22361732
4243,113.3952214,23.11976591,113.399715,23.12392381
4244,113.4356283,23.16130485,113.4401129,23.16545336
4245,113.8752677,23.48044595,113.8797509,23.4845839
4246,113.4580412,23.16542103,113.4625215,23.16956548
4247,113.4401172,23.22775426,113.4446009,23.23189961
4248,113.7990822,23.17772278,113.8035639,23.18186996
4249,113.4759799,23.5014071,113.4804576,23.50553721
4250,113.5028096,23.06971043,113.5072855,23.07385444
4251,113.062784,23.33979737,113.0672854,23.34395324
4252,113.480442,23.27748362,113.4849192,23.28162151
4253,113.7138229,23.57997023,113.7183188,23.58411568
4254,113.3862345,23.15300309,113.3907298,23.15716146
4255,113.3862707,23.67534129,113.3907661,23.67948073
4256,113.5296889,23.41422596,113.5341662,23.41835925
4257,113.7137937,23.14448896,113.7182896,23.14865011
4258,113.408701,23.15716759,113.4131916,23.16132162
4259,113.4624964,22.79930559,113.466976,22.80346068
4260,113.7856809,23.86524665,113.7901644,23.86937053
4261,113.7811863,23.70823889,113.7856705,23.71236901
4262,113.5969113,23.31042641,113.6014006,23.31457498
4263,113.6418552,23.54258347,113.6463522,23.54673093
4264,113.0537834,23.39784165,113.0582864,23.40199695
4265,113.6778229,23.30221964,113.6823217,23.3063778
4266,113.3097417,23.11963408,113.3142421,23.12379778
4267,113.7497745,23.67103187,113.7542643,23.67516847
4268,113.4401384,23.53461702,113.4446221,23.53875122
4269,113.2109262,23.4972121,113.2154119,23.50134821
4270,113.4266278,22.73686443,113.4311143,22.74102755
4271,113.6283475,23.227422,113.6328428,23.23157916
4272,113.152631,23.3937044,113.1571155,23.39784308
4273,113.5744676,23.11526207,113.5789522,23.11941287
4274,113.3277534,23.26504007,113.3322545,23.26919955
4275,113.7946244,23.53857121,113.7991066,23.54270585
4276,113.489411,23.50551168,113.4938875,23.50964064
4277,113.7766902,23.53859052,113.7811751,23.54272759
4278,113.713804,23.29813226,113.7182998,23.30228807
4279,113.4535675,23.26924706,113.4580486,23.27338861
4280,113.368227,22.86597732,113.3727253,22.87014734
4281,113.7856496,23.40184532,113.790133,23.40598614
4282,113.3367423,23.07811702,113.3412433,23.08228283
4283,113.5610323,23.2980158,113.5655141,23.30215775
4284,113.9426209,23.75770171,113.9471176,23.76184209
4285,113.0807884,23.42690435,113.0852859,23.43105357
4286,113.6373299,23.10279894,113.6418263,23.10696156
4287,113.5431023,23.12778934,113.5475812,23.13193433
4288,113.3367715,23.50556311,113.3412726,23.50971379
4289,113.3547357,22.95753108,113.3592356,22.96169978
4290,113.444625,23.58015356,113.4491078,23.58428524
