4023,23.26097933,113.4311498,23.26512525,113.4356354,?,?,0
4024,23.82792764,113.9336353,23.83206381,113.9381303,1,2,0
4025,23.51374796,113.2647965,23.51789183,113.2692909,?,?,0
4026,23.43932974,113.4401318,23.44346748,113.4446155,?,?,0
4027,22.71990006,113.6642889,22.72407627,113.6687877,?,?,0
4028,23.47220428,113.6643385,23.47635606,113.6688373,?,?,0
4029,23.53433078,113.6598443,23.53848004,113.6643429,?,?,0
4030,23.16108389,113.8125239,23.16523052,113.8170043,1,2,0
4031,23.11948455,113.6733121,23.12364905,113.6778111,?,?,0
4032,23.30244921,113.4535698,23.30658957,113.4580509,1,2,0
4033,23.47215419,113.8797501,23.47629313,113.884234,?,?,0
4034,23.22358728,113.4490829,23.22773117,113.4535647,?,?,0
4035,23.32293999,113.5475939,23.32707883,113.5520734,1,3,0
4036,23.09888836,113.4759524,23.10303279,113.4804302,1,3,0
4037,23.45582811,113.3277664,23.45998066,113.3322676,1,3,0
4038,23.35192548,113.9291103,23.35607823,113.9336043,?,?,0
4039,23.5136026,113.5610467,23.51773666,113.5655285,1,1,0
4040,23.16938041,113.6913094,23.17354276,113.6958077,?,?,0
4041,22.74511957,113.4714506,22.74927501,113.4759289,?,?,0
4042,23.72470887,113.826001,23.72883446,113.8304806,?,?,0
4043,23.13605304,113.6418282,23.1402151,113.6463253,1,3,0
4044,23.15282896,113.7632057,23.15698206,113.7676931,1,1,0
4045,23.29405347,113.3052538,23.29821079,113.3097538,2,7,0
4046,23.31486672,113.0447701,23.31902641,113.0492746,1,1,0
4047,23.50118869,113.6553442,23.50533891,113.6598424,1,1,0
4048,23.58395421,113.6014184,23.58809359,113.6059086,?,?,0
4049,23.41844258,113.2468216,23.42258693,113.2513128,?,?,0
4050,23.35207894,113.7227983,23.35623162,113.7272929,?,?,0
4051,23.41834816,113.8349393,23.42248507,113.839419,1,1,0
4052,23.69189218,113.3997544,23.69602856,113.404247,?,?,0
4053,23.53446278,113.2333615,23.53860061,113.2378504,?,?,0
4054,23.31884955,113.525206,23.32298592,113.5296828,1,5,0
4055,23.67510846,113.6958413,23.67925215,113.7003392,?,?,0
4056,23.17346776,113.6553224,23.17762977,113.6598206,1,2,0
4057,23.1568653,113.5475828,23.16100996,113.5520624,?,?,0
4058,22.76573941,113.5475571,22.76989598,113.5520367,1,2,0
4059,23.36435734,113.5924267,23.36850304,113.5969151,?,?,0
4060,23.41862176,113.1167378,23.42276426,113.1212276,?,?,0
4061,23.52629748,113.3502747,23.53044682,113.354775,?,?,0
4062,23.87363853,114.0461552,23.87777371,114.0489255,?,?,0
4063,23.59241843,113.7497691,23.59655795,113.7542589,?,?,0
4064,23.31458423,113.8887078,23.31873042,113.8931933,?,?,0
4065,23.18600466,113.6958085,23.19016616,113.7003064,1,3,0
4066,23.38130286,113.3862502,23.38545317,113.3907456,1,2,0
4067,23.2275939,113.7632107,23.23174443,113.767698,1,2,0
4068,23.14443516,113.6823109,23.14859872,113.6868097,?,?,0
4069,23.1737085,113.3412495,23.177871,113.3457504,2,1,0
4070,23.83229617,114.0281484,23.83643882,114.0326505,?,?,0
4071,23.39767912,113.992097,23.40183867,113.9966001,?,?,0
4072,23.35209318,113.7721923,23.35623782,113.7766779,?,?,0
4073,23.29416576,113.4446052,23.29830796,113.449088,?,?,0
4074,22.57406163,113.7272412,22.57823747,113.7317351,?,?,0
4075,23.15700004,113.2872504,23.16116013,113.2917484,3,3,0
4076,23.39787953,113.0762882,23.40203072,113.0807867,1,1,0
4077,23.6212457,113.6508545,23.62539113,113.6553525,?,?,0
4078,23.1363456,113.4535584,23.14049174,113.4580395,1,4,0
4079,23.4599395,113.3097648,23.46409113,113.3142653,1,4,0
4080,23.24012294,113.3232509,23.24428322,113.327752,?,?,0
4081,23.11438221,113.6598164,23.1153066,113.6615807,?,?,0
4082,23.78687871,114.0371484,23.79102202,114.0416494,?,?,0
4083,23.07404041,113.4221633,23.07819448,113.426651,1,4,0
4084,23.43070742,113.884231,23.4348486,113.8887156,1,1,0
4085,23.48042751,113.8976899,23.48456926,113.9021772,?,?,0
4086,22.60312563,113.6462903,22.60730366,113.6507878,1,1,0
4087,23.28156208,113.2423222,23.28571063,113.2468126,1,3,0
4088,23.36021154,113.9156356,23.36436127,113.9201267,?,?,0
4089,23.29399199,113.5117761,23.29812848,113.5162523,?,?,0
4090,23.19866316,113.3592518,23.20282363,113.3637513,?,?,0
4091,23.13624253,113.3007438,23.14040491,113.3052434,1,2,0
4092,23.54684299,113.7093244,23.5509902,113.713821,?,?,0
4093,23.43100774,113.4580594,23.43514271,113.4625397,1,4,0
4094,22.92831717,113.3097289,22.93248691,113.3142292,?,?,0
4095,23.23593943,113.3052498,23.2400988,113.3097499,1,7,0
4096,23.15694019,113.7048014,23.16110191,113.7092985,1,4,0
4097,23.31044959,113.6373436,23.31460504,113.64184,?,?,0
4098,23.61717654,113.5297026,23.6213023,113.5341799,1,2,0
4099,23.47635271,113.8439021,23.48048774,113.848382,?,?,0
