id,population,num_zhuzhai,fangjia,zujin,shoujia,RoadDensity,RoadNum1,2RoadStatus,gonggong,tingchechang,yiyuan,gongyuan,shangchang,tuoyujigou
4970,231.3450317,6,32025.54893,116.9138862,30290.38168,6.484512284,0,0,0,0,0,0,0,1
5053,7418.136719,26,48295.3619,142.2757556,41134.25756,82.63234477,2,2,3,1,0,1,0,1
5056,93.84759521,0,19543.25325,132.0716555,84286.27142,9.406902165,3,1,3,0,1,0,0,1
5081,569.6325684,7,27608.28824,156.4607965,32738.06233,11.74956749,0,0,0,0,0,0,0,1
5109,212.0336914,0,35869.56808,83.78412371,36726.17954,29.60796691,4,3,1,2,0,0,0,1
5184,1452.934814,2,39788.56477,122.1945368,95907.64996,120.8203259,7,3,0,1,0,1,1,1
5275,173.5342865,0,11277.01457,66.90807526,7548.113591,2.647794597,1,1,1,0,0,0,0,1
5282,934.854248,9,34524.40542,118.9628286,51656.40975,14.69452918,3,2,0,0,3,0,0,1
5331,86.09012604,1,31030.04629,87.79661056,36562.72622,16.2006614,1,1,0,0,0,0,0,1
5332,16833.08398,5,54127.34548,310.3991673,66190.96809,152.7916022,6,3,0,0,8,1,4,1
5334,588.0361328,10,39361.9689,792.6233598,45366.29775,47.82135375,5,2,0,4,0,1,0,1
5345,5719.666504,15,38011.38568,231.1477784,48405.22183,40.33599899,5,2,0,2,0,0,0,1
5457,2239.512207,6,18445.56208,98.7370059,31486.06814,87.22744836,7,2,0,7,0,0,2,1
5461,8277.893555,16,77588.14264,294.8874223,68917.68387,280.8728219,8,3,0,12,0,0,0,1
5484,1492.228027,0,52019.91778,87.30777296,31117.31753,59.2878192,2,1,0,4,0,0,1,1
5495,2007.792847,12,52740.73826,179.7821443,42845.94631,11.74929245,0,0,0,0,0,0,0,1
5513,684.0394287,0,15923.27684,29.08125446,28775.88401,54.24473517,8,1,0,3,0,0,0,1
5538,1599.3302,1,57024.37848,105.1072214,53545.27672,18.81558022,7,1,0,0,0,1,0,1
5575,4199.77002,21,69206.46626,176.4154586,71685.77444,48.86533505,1,1,0,2,2,0,0,1
5591,12451.83105,31,76874.23661,391.5223529,73122.78931,37.46189315,2,2,0,0,0,0,0,1
5608,10729.22266,8,31699.1971,118.5238004,49940.29462,57.78491707,3,2,0,8,2,0,1,1
5611,6345.884277,9,60942.16261,537.8519968,46281.71169,44.02645737,6,2,0,6,0,0,0,1
5714,6216.685059,1,24576.70186,86.59823428,30986.90393,88.02672211,11,3,6,2,0,0,0,1
5736,1719.240601,7,12716.41456,56.31075321,8157.849958,4.881023335,2,1,0,0,0,0,0,1
5737,363.8055115,2,15673.76824,40.49230707,41653.72631,9.080942813,4,1,0,0,0,0,0,1
5770,1358.583618,12,26280.81422,148.9476101,10586.4279,61.24897699,4,1,0,0,1,1,0,1
5831,1107.3396,8,17122.20649,603.8011129,3032.053067,4.540751164,3,1,0,0,0,0,0,1
5915,4316.291016,3,63264.53326,123.4211389,48694.72955,53.92479065,6,1,2,3,0,0,0,1
5922,28745.99609,30,51201.73284,107.1577307,64989.82635,109.037223,10,2,0,8,0,0,1,1
5965,2615.828857,4,20893.04718,160.0639694,38461.11414,62.59135754,4,1,8,9,1,0,0,1
5967,860.7121582,2,32945.58841,88.00398187,45433.68237,1.497336797,2,1,0,0,0,0,0,1
5973,243.0289459,4,34176.47731,109.6543334,34695.04028,11.40014378,1,1,0,0,0,0,0,1
5979,6421.831543,20,71831.64321,115.227643,67880.39401,53.69708358,5,2,0,5,2,0,0,1
6068,1101.239502,0,13249.06125,70.36169846,35673.90327,12.12926588,7,1,0,0,0,1,0,1
6110,309.0908813,1,26507.75512,63.16001187,101783.2724,10.91119374,1,2,0,0,0,0,0,1
6143,4097.041016,9,40111.89371,133.6484618,20131.08804,10.89851497,1,1,0,0,0,0,1,1
6160,651.5293579,7,60078.67068,163.0343761,41533.33645,195.7417682,5,3,1,0,0,0,0,1
6191,2321.853271,6,13317.60332,47.36646749,32964.26955,8.225708045,5,1,1,0,0,0,0,1
6255,184.7804565,3,36102.02247,158.3725227,31323.72955,4.390060902,0,0,0,0,0,1,0,1
6312,581.8148804,5,69554.55558,2404.004293,36939.7386,6.790365759,1,1,0,0,0,0,0,1
6317,492.1350403,0,37469.54142,82.1543064,30082.86693,6.285098676,0,0,0,0,0,0,0,1
6346,1344.471436,0,35425.2285,130.4609787,31128.24289,57.38120509,6,1,4,9,1,0,1,1
6348,10778.26855,4,37177.08187,163.065234,79882.6586,158.9823572,5,3,2,11,0,0,1,1
6352,929.9212646,1,35981.99222,127.7380101,25709.78138,65.60536774,4,1,0,0,0,0,0,1
6379,11484.41113,8,36002.50897,162.6480704,32145.01591,244.707089,8,2,0,0,0,0,0,1
6384,1366.131714,7,12372.23427,55.19204741,4198.889636,8.807724329,3,1,0,0,0,0,0,1
6454,1223.535278,4,35066.07348,86.94614323,66519.14993,14.72562729,1,1,0,1,0,0,0,1
6459,218.6228333,2,19295.51172,55.90390407,41170.99596,26.83350113,3,1,0,0,0,0,0,1
6462,4173.969727,10,48305.22909,302.3067177,46629.50463,127.9022682,4,1,1,5,0,0,0,1
6465,26.50209999,0,64796.71487,135.3067422,37507.4641,0,0,0,0,0,0,0,0,1
6542,587.1325684,1,19692.79051,84.97343682,40928.63192,15.71560745,5,1,0,0,0,0,0,1
6543,469.0484314,9,68850.66654,168.719965,45129.89503,11.95497355,2,2,0,0,0,0,0,1
6550,2943.910645,22,54925.96744,176.9553564,51533.97658,237.8922706,5,2,3,2,1,0,0,1
6597,4341.585449,3,42515.66899,108.7235695,37132.39194,235.1039805,12,3,0,2,0,0,1,1
6599,5272.038574,6,18532.54281,61.26328298,31130.6126,35.29758103,11,2,3,2,0,0,0,1
6624,1444.702271,2,37828.63898,134.09258,65015.91307,117.2142171,7,3,0,5,0,0,0,1
6626,1069.10144,5,54333.91308,63.36830699,35458.58177,30.42680094,4,2,0,0,0,0,0,1
6644,1721.812866,0,20621.64807,38.3517118,26422.33603,12.24411841,2,1,2,0,0,0,0,1
6656,9838.574219,0,45280.01401,148.3234411,53095.20524,195.2611777,8,2,2,10,1,0,6,1
6676,3923.01123,23,68327.66709,270.6158808,122931.6963,74.53872703,7,2,1,0,0,0,1,1
6747,245.7042236,0,22578.37342,76.03956479,509116.1473,16.95609341,2,1,0,2,0,2,1,1
6778,4873.736816,24,66587.10967,188.9098459,42260.33306,142.6654908,11,2,0,0,1,0,5,1
6824,3173.689941,0,41102.17392,146.8566234,54592.33748,162.2529546,8,2,5,9,0,0,0,1
6831,14904.11035,15,51436.53364,213.2393787,53551.35097,53.68048568,9,1,0,1,1,0,4,1
6861,5716.619141,9,29374.72229,104.3424083,17572.15485,98.96813534,9,2,0,2,0,1,0,1
6962,783.5668945,0,72478.59783,119.1380909,30903.72886,11.41220929,0,0,0,0,0,0,0,1
6987,900.6205444,5,41043.15747,157.2969313,46259.76688,29.26988045,7,1,1,11,0,0,3,1
7004,1339.085449,0,39877.90054,61.61934271,21715.04651,169.3204841,6,3,1,2,1,0,0,1
7007,0,0,21268.9686,93.45308655,42071.05877,7.574849978,0,0,0,0,0,0,0,1
7017,1295.658569,1,37981.47896,62.42941308,59623.60002,7.735086707,0,0,0,0,0,0,0,1
7061,2517.526367,0,33145.97465,81.5739989,14544.51365,22.84165802,3,1,0,0,0,0,0,1
7128,202.7219391,9,18268.4253,75.21178188,828984.074,5.525301174,3,1,2,2,0,0,0,1
7147,3046.619385,2,45464.55937,107.7389099,39551.35999,57.08112896,5,2,1,4,0,0,0,1
7161,483.5348206,13,38269.99414,99.54477115,36584.64819,31.54398347,1,1,2,2,0,0,0,1
7236,414.5882874,0,18565.70086,66.3231294,41526.69689,43.10741599,4,1,3,1,0,0,0,1
7278,3780.559082,28,57817.42773,312.0518959,48950.47237,104.3102318,5,1,0,2,0,0,0,1
7525,1548.046265,2,19305.14014,54.3457755,26171.24681,21.09141639,6,1,0,1,0,0,0,1
7553,1251.035522,4,40590.68049,189.6173754,41720.74201,204.5727944,7,2,3,6,0,0,1,1
7600,1871.922119,12,13338.70316,68.60381669,32557.40124,16.81025113,8,1,0,0,1,0,0,1
7633,6785.467285,0,38396.01503,127.8149459,31248.71387,50.09863109,3,1,2,5,0,1,0,1
7637,3112.027588,1,17670.61358,66.30141582,33972.45992,13.69704555,4,1,1,5,0,0,2,1
7641,134.6345978,2,18787.20184,84.16608767,47137.43419,2.37965148,0,0,0,0,0,0,0,1
7644,10628.87988,2,55065.03765,160.8149151,25937.39235,68.22361799,6,1,5,0,0,0,2,1
7719,1110.784668,0,18330.27094,51.39844059,21034.79861,7.523119312,2,1,0,0,0,0,0,1
7746,31233.34375,7,29538.51019,130.7968697,41945.98868,23.67705544,2,1,0,1,1,0,0,1
7771,118.0847702,0,59120.45077,196.7884899,38978.78099,17.84939784,3,2,0,0,0,0,0,1
7792,13458.68164,2,34283.9993,45.18078307,28944.76927,90.90644044,5,1,0,0,0,0,0,1
7891,1313.823364,3,32347.07409,40.57744037,10690.03836,24.10599213,1,1,0,2,0,0,0,1
7896,21720.05664,7,50654.53792,137.9628045,53105.05834,79.55889851,6,2,1,18,2,0,2,1
7932,8132.035645,12,13539.8558,99.63682141,51846.42304,12.77956971,2,1,0,0,0,0,0,1
7956,4075.620605,4,109991.3189,179.6853104,37782.45685,71.72411766,3,1,2,1,0,0,0,1
7994,359.3051453,2,17140.77064,97.37488343,20970.78209,2.173834107,2,1,0,0,0,0,0,1
8013,237.6860046,0,20746.77818,52.00259976,40109.711,26.26815949,2,1,0,0,0,0,0,1
8016,1593.34082,0,17747.23271,234.418513,4902.338187,10.0051911,4,1,0,0,0,0,0,1
8044,1630.163208,0,39673.50245,60.09854639,21925.76619,6.880745177,2,2,0,1,0,0,0,1
8076,18132.91211,6,51438.5452,113.7659429,59927.44076,28.72982859,6,2,0,6,0,1,0,1
8078,2220.940674,5,22893.23571,58.19235677,6061.751821,31.45124973,4,1,2,0,0,0,0,1
8104,10901.1582,4,31474.3262,143.5460188,50387.21823,82.2510602,8,1,2,5,0,0,0,1
8107,176.5116272,2,25030.14959,110.7143604,30032.57356,10.62958249,2,1,0,0,0,0,0,1
8115,440.5057068,5,11691.98208,63.80163828,84215.83352,7.692473786,2,1,2,0,0,0,0,1
8119,19236.86133,14,40224.91967,128.7449298,86102.29205,129.5267253,7,3,3,9,0,0,1,1
8168,312.6929321,1,28760.63622,66.76468325,13664.72631,1.002036247,0,0,0,0,0,0,0,1
8221,264.6467896,4,20873.78129,199.6483252,36485.07089,36.55184647,2,1,2,2,0,0,0,1
8322,235.8591461,0,19437.03984,62.19131846,19622.58996,2.181024497,0,0,0,0,0,0,0,1
8338,2211.246582,9,33955.69154,89.213176,37554.78873,91.25963292,9,1,0,5,0,0,0,1
8433,337.8428345,0,24302.00531,77.92948794,43013.73577,33.6269266,5,2,0,0,0,0,0,1
8460,143.8561401,5,17982.34258,53.7205028,23323.05001,7.964203687,1,1,0,1,0,1,0,1
8499,523.4764404,0,9612.396392,50.46874014,27925.03786,21.63674564,2,1,0,0,0,0,0,1
8583,143.860733,4,18854.75414,84.87676882,706746.8231,5.638942251,2,1,1,0,0,0,0,1
8646,25655.3418,0,37850.80341,83.42027013,70499.07887,93.42028719,5,1,5,2,1,0,0,1
8738,1384.440552,0,22582.13852,39.48194584,42167.49573,122.8333005,5,1,0,8,0,0,0,1
8749,503.5145569,2,11945.21639,43.67784264,6608.834177,3.877987784,3,1,0,0,0,0,0,1
8754,31142.6875,25,34162.42741,169.0269135,50317.64086,160.5025643,6,1,0,8,0,1,1,1
8787,25200.17773,12,41057.57144,138.5685845,52959.19482,133.0063721,12,3,3,10,0,0,0,1
