id,center_lat,center_lng,bd_lat,bd_lng
220,23.26697143,113.6935649,23.272647,113.7001184
221,23.87967706,113.8013701,23.88548554,113.8079099
222,23.43727003,113.123473,23.44316006,113.1300147
223,23.27938133,113.6710735,23.28536204,113.6775768
224,23.41222727,113.2400864,23.41806116,113.2466329
225,22.66368636,113.6980229,22.66934414,113.7045757
226,23.59441622,113.6890886,23.60012653,113.6956347
227,23.1882819,113.4513212,23.19398008,113.4579032
229,23.60276316,113.2625559,23.60896701,113.2689944
230,23.2132272,113.3794944,23.21939081,113.385968
231,23.71463421,113.4154747,23.72086591,113.4219121
232,23.50746119,113.8237467,23.5131238,113.8303039
234,22.91385029,113.4468205,22.91958657,113.4533673
235,23.50761283,113.3255196,23.51336353,113.332059
236,23.59862435,113.7430335,23.60483619,113.7494726
238,23.39982342,113.2086772,23.40554172,113.2152352
239,22.93456394,113.3119793,22.94053151,113.3185
241,23.55309478,113.2356071,23.55886635,113.2421748
242,23.37475807,113.5632782,23.38053593,113.5698041
243,23.35431767,113.1459011,23.36056599,113.1523359
244,23.50339814,113.2356037,23.50916254,113.242137
245,23.11334973,113.2625228,23.11955433,113.2689679
246,23.40824421,113.1324466,23.41428926,113.1389458
247,23.17990971,113.3254972,23.1856666,113.3320646
248,23.54895033,113.7609884,23.5552952,113.7674374
249,23.29176715,113.8819802,23.29810928,113.888422
250,23.07606301,113.4602751,23.08172645,113.4668629
251,23.3377543,113.0875276,23.34348532,113.0940855
252,23.33754249,113.8013336,23.34335209,113.8078753
253,23.50753532,113.2445826,23.51343777,113.2510904
254,23.60275128,113.5095592,23.6090384,113.5159805
255,23.30840312,113.5543123,23.31433086,113.5608475
256,22.99710722,113.415425,23.00333929,113.421862
257,23.40376458,113.6306067,23.41006586,113.6370486
258,23.4617828,113.8954457,23.46801833,113.9018953
259,23.37476626,113.5587971,23.38061092,113.5653093
260,23.30036136,113.1593508,23.30670417,113.1657981
261,22.86798472,113.4781756,22.87378555,113.4847075
262,23.53641874,113.8416663,23.54227747,113.848211
263,23.31266191,113.7923681,23.31862366,113.7988962
264,23.47845837,113.5319318,23.4847313,113.5383586
265,23.16725704,113.5453442,23.17334074,113.5518347
266,23.22533755,113.8954303,23.23157255,113.9018767
267,23.07587371,113.527428,23.08219265,113.5338826
268,23.59465062,113.4379005,23.600511,113.4444154
269,23.27100023,113.5991532,23.27681509,113.6056819
270,23.45768624,113.8551005,23.46377687,113.8615843
271,23.34156181,113.8775001,23.34790019,113.8839291
272,23.16306379,113.6440784,23.16939762,113.6505136
273,23.44966581,113.3570192,23.45545415,113.3635735
274,23.32097966,113.7385231,23.3271303,113.7450093
275,23.30861043,113.1862514,23.31468067,113.1927573
276,23.28778555,113.2625345,23.29399448,113.2689996
278,23.26302353,113.0605279,23.26918181,113.0669795
279,23.27527741,113.8147715,23.2809477,113.8213339
280,23.51184133,113.4378947,23.51770295,113.4444149
281,23.32531432,113.3974822,23.33165436,113.4039265
282,23.46592657,113.8954459,23.47216124,113.9018913
283,23.74337388,113.725072,23.74928369,113.7315752
284,23.29609177,113.2355896,23.3018621,113.2421521
285,23.36251987,113.487163,23.36846575,113.4936553
286,23.18826781,113.3525015,23.19400203,113.3590762
287,23.50739093,113.6485983,23.51369542,113.6550228
288,23.53652722,113.505079,23.54277209,113.5115438
289,23.15472112,113.603635,23.16060854,113.6101524
290,23.68979164,113.3660343,23.69572361,113.3725589
291,23.18832181,113.3974727,23.19466302,113.4039233
292,23.2047713,113.2221209,23.2104366,113.2287041
293,23.65638973,113.5722619,23.66207968,113.5788419
294,23.35423633,113.0290032,23.360518,113.0354311
295,23.54491098,113.4692658,23.55061377,113.4758472
296,23.15478947,113.8461208,23.1607195,113.8526295
297,23.10486459,113.6260924,23.11111801,113.6325357
298,23.43700635,113.5364062,23.4432326,113.5428786
299,22.61678369,113.7274592,22.62273909,113.7339715
300,23.90449416,114.0078913,23.91081134,114.0143444
301,23.39546162,113.8954413,23.40169663,113.9018882
302,23.12600295,113.4064532,23.13232002,113.4128686
303,23.09672284,113.2535367,23.10278608,113.2600273
304,23.49911814,113.554325,23.50503805,113.5608234
305,23.49107706,113.3435216,23.49673874,113.3500713
306,23.56120103,113.5767393,23.56686864,113.5833253
307,23.32910693,113.5812086,23.33476904,113.587789
308,22.81391648,113.4468137,22.81965671,113.4533795
309,23.68155441,113.4109826,23.68784328,113.4174391
310,23.56963962,113.7295542,23.57563375,113.736066
311,23.81363416,113.7699805,23.81993126,113.776425
312,23.3252898,113.4423657,23.33108733,113.4489215
313,23.10495994,113.5319068,23.11123544,113.5383455
314,23.4497081,113.4244329,23.45580797,113.4309227
315,23.37057628,113.5991598,23.37638904,113.6056779
316,23.39977452,113.7834075,23.40588997,113.7898835
317,23.42454848,113.6665846,23.43061301,113.6730909
318,23.42868265,113.9583407,23.43449068,113.9649005
319,23.0719099,113.3524935,23.07764401,113.3590679
320,23.26305517,113.0830259,23.26883819,113.0895547
321,23.21322326,113.4378741,23.21908829,113.4444088
322,23.27547741,113.4513272,23.28117061,113.4578854
323,23.11732647,113.6171065,23.12344725,113.6235658
324,23.62740857,113.6036663,23.63329511,113.6101774
325,23.08012629,113.2131407,23.08581177,113.2197224
326,23.17137949,113.648576,23.17768888,113.6550244
327,23.37887009,113.6036498,23.38475524,113.6101552
328,23.69395883,113.3975079,23.7002974,113.4039435
329,23.32915674,113.850612,23.33516984,113.8571203
330,23.3044778,113.1772848,23.31069138,113.1837604
331,23.1964556,113.2310947,23.20217542,113.2376714
332,22.59329204,113.5946206,22.59905017,113.6011888
333,23.32113935,113.0695338,23.327151,113.0760484
334,23.07608147,113.4513135,23.0817795,113.4578943
336,23.41636206,113.7789243,23.42255215,113.7854006
337,22.71777623,113.5677171,22.72350719,113.5742896
338,23.74738304,113.8596002,23.75354509,113.8660539
339,23.38324471,113.2041915,23.38901183,113.2107239
340,23.91694266,114.0304051,23.92293924,114.0369249
341,23.46619209,113.3300176,23.4718962,113.3365724
342,23.09690907,113.4064512,23.10323071,113.412889
343,23.18829645,113.370498,23.19430931,113.3770157
344,23.42033298,113.5946745,23.42609147,113.6012422
345,23.35416938,113.743017,23.36038164,113.7494596
346,23.47023686,113.7834122,23.47635022,113.7898784
347,23.48250154,113.5857044,23.48817213,113.5922536
348,23.59430864,113.5857119,23.59998024,113.5922662
349,23.14650477,113.8326817,23.15223324,113.8392237
350,23.51151967,113.639605,23.51785878,113.6460261
351,23.45351719,113.5677654,23.45924538,113.5743283
352,23.20476779,113.2850051,23.21109891,113.2914519
353,23.3666128,113.0064681,23.37254648,113.0129617
354,23.62741983,113.626127,23.63367217,113.632562
355,23.30010717,113.6575798,23.3063171,113.6640545
356,23.43691837,113.5857014,23.44259646,113.5922869
357,23.2006612,113.3164975,23.20655117,113.3230373
358,23.14252682,113.3299955,23.14822925,113.3365401
359,23.2836507,113.2850105,23.28997969,113.2914468
360,22.65534742,113.6980224,22.6610044,113.7045712
361,23.341622,113.6710776,23.34760243,113.6775799
362,23.21721347,113.7519886,23.22352572,113.7584278
363,23.40789982,113.8954422,23.41413739,113.9019016
364,23.48286057,113.1100062,23.48856297,113.116549
365,23.21716929,113.8058067,23.22291848,113.8123609
366,23.12159719,113.5274311,23.1279087,113.5338492
367,23.25032927,113.837168,23.25611269,113.8436918
368,23.31283385,113.0650328,23.31892507,113.0715342
369,23.33358926,113.1369282,23.33971103,113.1434098
370,23.7475189,113.7385519,23.75366415,113.7450092
371,23.39134344,113.6440935,23.39767481,113.6505164
372,23.18396547,113.7205395,23.1898071,113.7270912
373,23.25045409,113.2940036,23.25670261,113.3004322
374,23.57391376,113.4603093,23.5795747,113.4668861
375,23.57365758,113.55433,23.57958233,113.5608523
376,23.49096178,113.7385345,23.49710519,113.7449845
377,23.49511032,113.2400921,23.50093796,113.2466082
378,23.17585775,113.3929782,23.18217815,113.3994278
379,23.15906194,113.7519848,23.16537339,113.7584204
380,22.68857063,113.5991153,22.69438845,113.6056605
381,23.26706326,113.2131533,23.27274269,113.2197064
382,23.36243952,113.5140187,23.36875978,113.5204339
383,23.31700211,113.0785318,23.32285933,113.0850803
384,23.37909299,113.3030099,23.38521105,113.3094674
385,22.92621219,113.2939818,22.93246626,113.3004369
386,23.72679635,113.8148017,23.73246345,113.821351
387,23.72670759,113.8640797,23.7329332,113.8705126
388,23.36264999,113.4109603,23.36893198,113.4173833
389,23.38736126,113.010977,23.39337611,113.0174614
390,23.18391549,113.6890612,23.18963265,113.6956383
391,23.20077273,113.3839898,23.20700359,113.3904598
392,23.16308257,113.5543026,23.16900711,113.5608213
393,23.40410986,113.3884993,23.41039106,113.3949456
394,23.37478652,113.6620828,23.38091996,113.6685356
395,23.55309086,113.7609887,23.55943569,113.7674375
396,23.37921869,113.4378855,23.38507856,113.4443963
397,23.37083973,113.4782097,23.37663863,113.4847307
398,23.08413103,113.5498177,23.09013722,113.5563315
399,23.17586012,113.3974719,23.18220029,113.4039174
400,23.0676249,113.2670135,23.07389309,113.2734791
401,23.15924352,113.4154361,23.1654784,113.4218873
402,23.37071949,112.9929457,23.3764514,112.9994807
403,23.48684781,113.2940197,23.49309615,113.3004481
404,23.22146715,113.4692435,23.22716553,113.4758037
405,23.49495496,113.8685456,23.50123304,113.8749685
406,23.49937867,113.3525229,23.50510555,113.3590615
407,23.37067056,113.5364018,23.37688907,113.5428364
408,23.15088416,113.4557998,23.15655015,113.4623586
409,23.8260217,113.7340649,23.8320925,113.7405437
410,23.18396284,113.7923595,23.18992457,113.7988867
411,23.45352458,113.5632834,23.45930762,113.569835
412,23.24616426,113.6665727,23.2522212,113.6730411
413,23.81758613,113.8999557,23.82375818,113.9064223
414,23.1050116,113.5140014,23.11133445,113.5204304
415,23.1506265,113.8506003,23.15663536,113.8570889
416,22.7385982,113.6260686,22.74485263,113.6325192
417,23.36234196,113.9583363,23.36814221,113.9648585
418,23.38308859,113.6665818,23.38914618,113.6730541
419,23.30867888,113.361509,23.31453663,113.3680586
420,23.08839807,113.5095245,23.09469092,113.5159766
421,23.19660437,113.4423568,23.20240299,113.4489172
422,23.36665162,113.303009,23.37276931,113.3094646
423,23.15897308,113.6800627,23.16480138,113.6865966
424,23.14643878,113.5677451,23.15216324,113.574288
425,23.23792348,113.8102888,23.24362202,113.8168339
426,23.38722535,113.5498378,23.39322574,113.5563251
427,23.7350058,113.8461592,23.74093363,113.8526545
428,23.65655318,113.7654832,23.66288361,113.7719301
429,23.33745421,113.9583347,23.34325867,113.9648775
430,23.06767734,113.3119883,23.07364597,113.3185149
431,23.5615446,113.4289275,23.56756705,113.4354396
432,23.85080942,113.7475416,23.8570765,113.7539652
433,23.29605747,113.7968491,23.30194064,113.8033882
434,23.4162373,113.9538413,23.42198438,113.9604086
435,23.27126757,113.1818725,23.27740597,113.188335
436,23.62776568,113.3840194,23.6339911,113.3904602
437,22.87214699,113.3254765,22.87789832,113.3320146
438,23.27120251,113.2221254,23.27686315,113.2286861
439,23.41225158,113.0154862,23.41835007,113.021978
440,23.3913107,113.608141,23.39727581,113.6146392
441,23.21305938,113.2445627,23.21896539,113.2510892
442,23.1964142,113.711549,23.20213733,113.7181248
443,23.43307642,113.1593599,23.43941971,113.165809
444,23.30024946,113.2266142,23.30593346,113.233197
445,23.59868648,113.3165247,23.60456921,113.3230322
446,23.23810166,113.3525049,23.24382867,113.3590443
447,23.18832078,113.419927,23.19449603,113.4264115
448,23.19653791,113.4737201,23.20228539,113.4802909
449,23.45770212,113.8461407,23.46363406,113.8526572
450,23.22548791,113.7968444,23.23136703,113.8033633
451,23.30423482,113.6440877,23.31057181,113.6505381
452,23.39963023,113.9403496,23.40528839,113.9469194
454,23.24211015,113.7250381,23.24801884,113.7315381
455,23.27113024,113.698063,23.2767891,113.7046237
456,23.06773762,113.4647542,23.07341167,113.4713407
457,23.53245218,113.4826979,23.53832763,113.4892361
458,23.3664293,113.6081393,23.37239219,113.6146269
459,23.19246987,113.3884847,23.19875403,113.3949468
461,23.37892218,113.5543169,23.38484223,113.5608151
462,23.25043497,113.2760155,23.25676341,113.2824277
463,23.27549766,113.0740303,23.28142566,113.0805404
464,23.35816512,113.8685367,23.36444375,113.8749629
465,23.19215373,113.8595636,23.19832168,113.8660497
466,23.60260653,113.6396111,23.60894361,113.6460222
467,22.85139972,113.4468162,22.85713902,113.4533776
468,23.4246744,113.2266226,23.43035883,113.2332075
469,23.19644989,113.2715166,23.20276051,113.2779722
470,23.37077278,112.9859201,23.37644593,112.9924673
472,23.61089681,113.6486052,23.61719967,113.6550219
473,23.11734608,113.2097778,23.12305079,113.216322
474,23.24627948,113.2400752,23.25210683,113.2465906
475,23.47835239,113.6081467,23.48431605,113.6146375
476,23.01371314,113.3659877,23.01963831,113.3724829
477,23.29175861,113.5856918,23.29743519,113.5922699
478,23.2587495,113.2221246,23.26440832,113.2286764
479,23.37484024,113.9808398,23.38102017,113.9872831
480,22.97200782,113.3074819,22.97805412,113.3139808
481,23.84237996,113.8820164,23.84871593,113.8884272
482,23.75562023,113.9313837,23.76131171,113.9379434
483,23.6483337,113.4871826,23.65428538,113.4937013
484,23.39581919,113.4244292,23.40191616,113.4309048
485,22.89290071,113.2849843,22.89922514,113.2913986
486,23.24627732,113.2445649,23.25217799,113.2510653
487,23.56953742,113.6665943,23.57560002,113.673092
488,23.32524458,113.047023,23.33156387,113.0534714
489,23.19222285,113.6890617,23.19794018,113.6956396
490,23.27121216,113.4961093,23.27731744,113.5025786
491,23.79290942,113.6891021,23.79862644,113.6956815
492,23.28374793,113.3435074,23.2894144,113.3500799
493,23.21703478,113.621606,23.22323002,113.6280693
494,22.8554804,113.482652,22.86135355,113.4891823
495,23.3915346,113.0199921,23.39770227,113.0264486
496,23.50333524,113.8147867,23.50900334,113.8213396
497,23.35826401,113.6980688,23.36392137,113.7046225
498,23.46178014,113.908908,23.46779929,113.9154022
499,23.3914149,113.9763392,23.39752457,113.9828078
500,23.50753391,113.2490731,23.51351496,113.2555646
501,23.42472242,113.3165127,23.43061262,113.323055
502,23.66896407,113.7520191,23.67528003,113.7584738
503,23.32507947,113.5229683,23.33141877,113.529413
504,23.0846368,113.5856781,23.09031386,113.5922584
505,23.39160814,113.4647763,23.39727662,113.471336
506,23.1841427,113.3704977,23.19015538,113.3770146
507,23.19211997,113.6260982,23.19837844,113.6325657
508,23.48668304,113.8595829,23.49284335,113.8660297
509,23.6691057,113.361534,23.67496392,113.368084
510,23.38338257,113.1099993,23.3890856,113.1165451
511,23.30013194,113.6710749,23.30611625,113.6775959
512,23.31699385,113.1369271,23.32311804,113.1434206
513,23.73503947,113.8282414,23.74072535,113.8347872
514,23.43698347,113.6665854,23.44304788,113.6730912
515,23.36651028,113.9673358,23.37245879,113.9738263
516,23.39977439,113.5095454,23.40606511,113.5159852
517,23.19628324,113.6350883,23.20261672,113.6415395
518,22.60104373,113.6485389,22.60735443,113.6549942
519,23.0965416,113.5946532,23.10229701,113.6012066
520,23.39559102,113.8102993,23.40129177,113.8168561
521,23.73080609,113.9044373,23.73690014,113.9108973
522,23.21721718,113.2355843,23.22298501,113.2421349
523,23.16735187,113.7878756,23.17339126,113.7943752
524,23.71854633,113.7070876,23.72422506,113.7136377
525,23.14233616,113.6710644,23.14831398,113.6775526
526,23.32926574,113.725044,23.33518034,113.7315724
527,22.58447704,113.7160047,22.59025256,113.7225688
528,23.39996422,113.1189813,23.40577911,113.1255196
529,23.79696494,113.8640843,23.80319845,113.8705546
530,23.30853543,113.7654597,23.31486688,113.7719121
531,23.73919785,113.8148025,23.74486535,113.8213537
532,23.49921096,113.5185039,23.50554688,113.5249163
533,23.54048331,113.5991711,23.54630383,113.6057262
534,23.33763212,113.4871613,23.3435822,113.4936741
535,23.20883587,113.6890628,23.21455143,113.6956321
536,23.32501932,113.6665779,23.33108293,113.6730793
537,23.20483095,113.3254989,23.21058722,113.3320634
538,23.29621827,113.155491,23.30255135,113.1619378
539,23.04272957,113.4871413,23.04867937,113.4936544
540,23.33774077,113.3750059,23.34382938,113.3814901
541,23.31269805,113.226615,23.31838254,113.2332002
542,23.11516451,113.6874421,23.12089172,113.693983
543,23.29626312,113.3884919,23.30254641,113.3949491
544,23.34585973,113.9988479,23.35219989,114.0052721
545,23.33775783,113.3929893,23.34407582,113.3994262
546,23.23811684,113.3615041,23.24396723,113.3680182
547,23.49523613,113.3525226,23.50096268,113.3590596
548,23.30444715,113.3165045,23.31033746,113.3230466
549,23.25030595,113.5498287,23.25630499,113.5563085
550,23.42866221,113.648593,23.43497325,113.6550492
551,23.77627264,113.8954664,23.78251135,113.9019319
